#angDist  RA_ICRS    DE_ICRS   umag   gmag   rmag   imag   zmag   e_umag e_gmag e_rmag e_imag  e_zm source_id          
0.179420 175.038928 20.699585 17.042 15.386 14.573 14.142 13.795 0.015  0.003  0.002  0.002   0.00 3979105990779521024
0.187627 175.038931 20.699584 16.908 15.295 14.467 14.040 13.754 0.014  0.003  0.002  0.002   0.00 3979105990779521024
0.028343 175.255570 20.581577 18.809 18.510 18.385 18.119 18.065 0.020  0.008  0.008  0.009   0.02 3979112033797905792
0.037528 175.255562 20.581581 18.836 18.515 18.390 18.124 18.081 0.021  0.008  0.008  0.009   0.02 3979112033797905792
0.015599 173.104540 15.440684 18.810 18.866 18.892 18.698 18.575 0.018  0.009  0.010  0.011   0.03 3966525928490377344
0.029385 173.104536 15.440684 18.815 18.868 18.892 18.696 18.586 0.018  0.009  0.010  0.011   0.02 3966525928490377344
0.039735 173.104533 15.440682 18.857 18.887 18.927 18.782 18.624 0.018  0.009  0.010  0.012   0.02 3966525928490377344
0.119646 173.104528 15.440716 18.889 18.898 18.917 18.710 18.561 0.018  0.009  0.010  0.012   0.03 3966525928490377344
0.046296 188.310421 26.440249 19.131 18.669 18.567 18.244 18.409 0.024  0.008  0.009  0.009   0.03 3960807226780128000
0.047495 188.310410 26.440251 19.159 18.676 18.576 18.260 18.424 0.024  0.008  0.009  0.010   0.03 3960807226780128000
0.015077 188.922246 26.482431 18.009 16.297 15.506 15.135 14.819 0.017  0.003  0.003  0.003   0.00 3960813587626867456
0.015079 188.922246 26.482431 17.976 16.273 15.482 15.111 14.790 0.016  0.003  0.003  0.003   0.00 3960813587626867456
0.028150 188.922248 26.482437 17.926 16.265 15.475 15.097 14.773 0.016  0.003  0.003  0.003   0.00 3960813587626867456
0.028530 188.899577 26.566686 17.729 15.928 15.112 14.727 14.417 0.015  0.003  0.003  0.003   0.00 3960823655030696448
0.028531 188.899577 26.566686 17.733 15.930 15.114 14.730 14.420 0.015  0.003  0.003  0.003   0.00 3960823655030696448
0.051921 188.899582 26.566694 17.685 15.923 15.108 14.723 14.401 0.015  0.003  0.003  0.003   0.00 3960823655030696448
0.077437 189.016764 26.693338 17.611 17.566 17.385 17.008 17.120 0.010  0.005  0.005  0.005   0.01 3960826472528761088
0.098168 189.016768 26.693344 17.610 17.557 17.378 17.001 17.110 0.010  0.005  0.005  0.005   0.01 3960826472528761088
0.069035 174.786596 20.791839 19.407 19.321 19.078 19.206 19.228 0.031  0.011  0.011  0.016   0.04 3979156602674187264
0.069282 174.786600 20.791838 99.999 99.999 99.999 99.999 99.999 9.999  9.999  9.999  9.999  9.999  3979156602674187264
0.087070 174.786591 20.791844 99.999 99.999 99.999 99.999 99.999 9.999  9.999  9.999  9.999  9.999  3979156602674187264
0.097648 174.786586 20.791846 19.413 19.329 19.082 19.210 19.174 0.030  0.011  0.011  0.016   0.04 3979156602674187264
0.097648 174.786586 20.791846 19.413 19.329 19.077 19.205 19.174 0.030  0.011  0.011  0.016   0.04 3979156602674187264
0.076492 174.846360 20.836777 19.119 18.672 18.368 18.317 18.087 0.026  0.008  0.008  0.009   0.02 3979158350725313408
0.084198 174.846349 20.836782 19.119 18.675 18.371 18.318 18.105 0.025  0.008  0.008  0.009   0.02 3979158350725313408
0.116666 174.492619 20.778571 17.006 15.094 14.280 13.895 13.562 0.011  0.002  0.002  0.002   0.00 3979165192608787072
0.116666 174.492619 20.778571 17.007 15.095 14.281 13.896 13.563 0.011  0.002  0.002  0.002   0.00 3979165192608787072
0.117020 174.492629 20.778562 16.990 15.093 14.287 13.890 13.557 0.011  0.002  0.002  0.002   0.00 3979165192608787072
0.022266 175.813390 16.302624 19.461 19.121 19.104 19.026 18.841 0.030  0.011  0.012  0.015   0.04 3972772627709305472
0.022266 175.813390 16.302624 19.461 19.121 19.104 19.026 18.841 0.030  0.011  0.012  0.015   0.04 3972772627709305472
0.043617 175.813395 16.302620 19.452 19.115 19.090 19.025 18.804 0.031  0.011  0.012  0.021   0.04 3972772627709305472
0.029468 170.109181 13.673510 19.419 19.211 18.938 19.001 18.949 0.023  0.010  0.010  0.013   0.03 3966576707888173696
0.029468 170.109181 13.673510 19.419 19.211 18.938 19.001 18.949 0.023  0.010  0.010  0.013   0.03 3966576707888173696
0.030918 170.109192 13.673507 19.260 19.125 18.900 18.962 18.967 0.023  0.010  0.010  0.017   0.04 3966576707888173696
0.032120 170.109185 13.673507 19.409 19.207 18.932 18.982 18.920 0.023  0.010  0.010  0.020   0.04 3966576707888173696
0.048941 170.109191 13.673502 19.274 19.110 18.894 18.945 18.937 0.022  0.010  0.010  0.014   0.04 3966576707888173696
0.071886 176.288876 16.204201 18.725 18.563 18.554 18.632 18.549 0.021  0.008  0.009  0.013   0.03 3972782076637792128
0.083847 176.288882 16.204201 18.716 18.560 18.546 18.619 18.527 0.021  0.008  0.009  0.012   0.04 3972782076637792128
0.035353 175.119789 20.949210 18.277 18.282 18.226 18.079 18.093 0.016  0.006  0.007  0.008   0.02 3979183708212260736
0.046593 175.119784 20.949189 18.301 18.278 18.243 18.119 18.015 0.014  0.007  0.007  0.008   0.02 3979183708212260736
0.073275 175.119771 20.949192 18.301 18.277 18.240 18.117 18.025 0.014  0.007  0.007  0.008   0.01 3979183708212260736
0.099582 175.119771 20.949221 18.288 18.287 18.228 18.087 17.944 0.016  0.006  0.007  0.008   0.01 3979183708212260736
0.099582 175.119771 20.949221 18.288 18.287 18.228 18.087 17.945 0.016  0.006  0.007  0.008   0.01 3979183708212260736
0.005890 175.082294 20.981530 18.723 18.414 18.194 17.883 17.794 0.018  0.007  0.008  0.007   0.01 3979184051809650816
0.027977 175.082301 20.981532 18.423 18.132 17.953 17.652 17.534 0.018  0.006  0.007  0.007   0.01 3979184051809650816
0.041024 175.082294 20.981517 18.446 18.097 17.888 17.650 17.461 0.016  0.007  0.007  0.007   0.01 3979184051809650816
0.042687 175.082306 20.981532 18.649 18.295 18.203 17.791 17.765 0.020  0.007  0.007  0.007   0.01 3979184051809650816
0.044171 175.082286 20.981519 18.646 18.297 18.131 17.872 17.742 0.016  0.007  0.007  0.007   0.01 3979184051809650816
0.049099 175.082284 20.981519 18.444 18.087 17.875 17.641 17.466 0.016  0.007  0.007  0.007   0.01 3979184051809650816
0.076190 175.082283 20.981547 18.442 18.135 17.955 17.656 17.533 0.018  0.006  0.007  0.007   0.01 3979184051809650816
0.082628 175.082280 20.981547 18.627 18.269 18.141 17.841 17.779 0.019  0.007  0.007  0.007   0.01 3979184051809650816
0.065631 175.877398 16.280452 19.089 18.540 18.278 18.099 18.046 0.025  0.008  0.008  0.009   0.02 3972795030258708864
0.066932 175.877392 16.280451 19.098 18.544 18.285 18.087 18.072 0.024  0.008  0.008  0.009   0.02 3972795030258708864
0.168388 175.877398 16.280423 99.999 99.999 99.999 99.999 99.999 9.999  9.999  9.999  9.999  9.999  3972795030258708864
0.177144 175.877393 16.280420 99.999 99.999 99.999 99.999 99.999 9.999  9.999  9.999  9.999  9.999  3972795030258708864
0.083379 187.878936 26.675871 18.827 18.603 18.589 18.713 18.506 0.018  0.008  0.009  0.012   0.02 3960870826655360128
0.096526 187.878936 26.675875 18.800 18.603 18.589 18.707 18.496 0.018  0.008  0.009  0.012   0.03 3960870826655360128
0.123548 188.061722 26.654504 18.950 18.421 18.031 17.892 17.724 0.019  0.007  0.007  0.008   0.02 3960872269764704768
0.142089 188.061710 26.654511 18.948 18.424 18.035 17.892 17.726 0.019  0.007  0.007  0.008   0.01 3960872269764704768
0.142089 188.061710 26.654511 18.948 18.424 18.035 17.892 17.726 0.019  0.007  0.007  0.008   0.01 3960872269764704768
0.043812 188.418735 26.691989 18.992 18.882 18.539 18.523 18.565 0.020  0.009  0.009  0.010   0.03 3960881959210976896
0.043812 188.418735 26.691989 18.992 18.882 18.540 18.524 18.566 0.020  0.009  0.009  0.010   0.03 3960881959210976896
0.063049 188.418740 26.691995 18.995 18.879 18.537 18.518 18.560 0.020  0.009  0.009  0.010   0.03 3960881959210976896
0.072024 173.748439 20.382090 20.473 19.579 18.974 18.633 18.588 0.055  0.013  0.011  0.011   0.02 3979225249135739648
0.133068 173.748458 20.382090 20.471 19.574 18.986 18.641 18.586 0.057  0.013  0.011  0.011   0.03 3979225249135739648
0.045516 188.622508 27.013315 19.125 19.024 18.786 18.818 18.732 0.024  0.010  0.010  0.014   0.03 3960896527739848704
0.060151 188.622507 27.013322 19.130 19.026 18.783 18.809 18.718 0.025  0.010  0.010  0.014   0.03 3960896527739848704
0.026374 175.245077 16.380653 18.548 16.827 16.027 15.695 15.406 0.028  0.004  0.004  0.004   0.00 3972832692827503360
0.026443 175.245077 16.380653 18.623 16.879 16.078 15.747 15.464 0.028  0.004  0.004  0.004   0.00 3972832692827503360
0.054194 175.245084 16.380651 18.525 16.833 16.037 15.701 15.449 0.027  0.004  0.004  0.004   0.00 3972832692827503360
0.092410 173.744836 20.524073 20.487 19.852 19.142 18.962 18.972 0.060  0.015  0.012  0.014   0.04 3979240401780405632
0.119636 173.744843 20.524069 20.399 19.840 19.134 18.951 18.956 0.057  0.015  0.012  0.014   0.04 3979240401780405632
0.045482 173.795908 20.584718 17.933 16.173 15.389 15.015 14.722 0.020  0.003  0.003  0.003   0.00 3979241196349724288
0.045482 173.795908 20.584718 17.913 16.162 15.387 15.013 14.720 0.020  0.003  0.003  0.003   0.00 3979241196349724288
0.095330 173.795923 20.584713 17.863 16.144 15.373 14.999 14.690 0.020  0.003  0.003  0.003   0.00 3979241196349724288
0.077281 174.013860 20.706727 18.619 18.304 18.133 18.148 18.142 0.019  0.007  0.007  0.009   0.02 3979255485705589376
0.083212 174.013854 20.706708 99.999 99.999 99.999 99.999 99.999 9.999  9.999  9.999  9.999  9.999  3979255485705589376
0.137722 174.013878 20.706725 18.615 18.301 18.133 18.145 18.190 0.019  0.007  0.007  0.009   0.02 3979255485705589376
0.149388 174.013878 20.706709 99.999 99.999 99.999 99.999 99.999 9.999  9.999  9.999  9.999  9.999  3979255485705589376
0.011343 176.721092 16.740383 19.440 18.863 18.642 18.633 18.479 0.032  0.009  0.010  0.012   0.03 3972894948378422784
0.026049 176.721088 16.740387 19.470 18.870 18.645 18.640 18.472 0.031  0.009  0.010  0.012   0.02 3972894948378422784
0.043875 170.111166 14.345072 19.266 19.162 19.206 18.996 18.970 0.023  0.010  0.012  0.014   0.04 3966682776400856192
0.061262 170.111171 14.345076 19.239 19.162 19.206 18.998 18.979 0.023  0.010  0.012  0.017   0.04 3966682776400856192
0.059636 176.543813 16.829480 17.975 17.597 17.577 17.693 17.566 0.013  0.006  0.006  0.008   0.02 3972909070230672512
0.072335 176.543809 16.829483 17.981 17.598 17.580 17.693 17.586 0.013  0.006  0.006  0.008   0.01 3972909070230672512
0.072335 176.543809 16.829483 17.981 17.598 17.580 17.693 17.586 0.013  0.006  0.006  0.008   0.01 3972909070230672512
0.228934 176.543810 16.829540 20.448 25.080 19.879 23.310 23.402 0.083  0.678  0.019  0.427   0.54 3972909070230672512
0.016893 176.481418 16.949759 18.615 18.345 18.053 18.025 17.993 0.019  0.007  0.007  0.009   0.02 3972913708795426432
0.024500 176.481412 16.949761 18.635 18.350 18.053 18.029 18.013 0.019  0.007  0.007  0.009   0.02 3972913708795426432
0.124359 191.405661 25.398287 18.708 18.586 18.479 18.145 17.915 0.018  0.008  0.008  0.009   0.01 3960977170045682688
0.142049 191.405669 25.398289 18.703 18.582 18.473 18.143 17.917 0.018  0.008  0.008  0.009   0.02 3960977170045682688
0.072046 191.647895 25.379171 19.297 99.999 18.846 18.877 99.999 0.025  9.999  0.010  0.013  9.999  3960978406996535040
0.077337 191.647900 25.379173 19.312 99.999 18.838 18.875 99.999 0.027  9.999  0.010  0.013  9.999  3960978406996535040
0.085562 191.647888 25.379173 19.315 19.101 18.843 18.870 18.807 0.025  0.010  0.010  0.013   0.03 3960978406996535040
0.085562 191.647888 25.379173 19.316 19.101 18.843 18.871 18.807 0.025  0.010  0.010  0.013   0.03 3960978406996535040
0.093387 191.647894 25.379177 19.296 19.091 18.842 18.866 18.792 0.027  0.010  0.010  0.013   0.03 3960978406996535040
0.080330 170.922778 14.136236 18.901 18.619 18.503 18.277 18.344 0.018  0.008  0.009  0.010   0.02 3966699681391741184
0.098510 170.922779 14.136242 18.889 18.614 18.498 18.273 18.335 0.018  0.008  0.009  0.010   0.02 3966699681391741184
0.085553 173.573237 20.906820 17.369 16.895 16.357 15.899 15.714 0.012  0.004  0.004  0.004   0.00 3979322972527016832
0.092543 173.573237 20.906818 17.433 16.924 16.390 15.938 15.754 0.012  0.005  0.004  0.004   0.00 3979322972527016832
0.092545 173.573237 20.906818 17.420 16.904 16.365 15.913 15.726 0.012  0.005  0.004  0.004   0.00 3979322972527016832
0.014643 190.658957 25.300620 18.046 17.723 17.559 17.575 17.413 0.013  0.006  0.006  0.007   0.02 3961009158962082560
0.033449 190.658951 25.300620 18.060 17.725 17.561 17.580 17.400 0.013  0.006  0.006  0.007   0.01 3961009158962082560
0.033295 176.331025 16.954252 20.929 18.947 18.850 18.815 18.578 0.095  0.010  0.011  0.014   0.04 3972961297033070336
0.043320 176.331020 16.954254 21.027 18.954 18.848 18.817 18.570 0.103  0.010  0.011  0.014   0.04 3972961297033070336
0.041188 170.995269 14.492999 20.792 19.777 19.211 18.804 18.409 0.057  0.014  0.013  0.013   0.03 3966744250267845248
0.062982 170.995263 14.492998 20.877 19.789 19.232 18.817 18.441 0.060  0.014  0.013  0.013   0.03 3966744250267845248
0.062982 170.995263 14.492998 20.878 19.789 19.233 18.817 18.442 0.060  0.014  0.013  0.013   0.03 3966744250267845248
0.027650 170.930571 14.497530 19.447 19.186 19.001 18.943 18.904 0.026  0.010  0.011  0.014   0.04 3966745001886975488
0.054295 170.930563 14.497528 19.482 19.194 19.020 18.957 18.967 0.025  0.010  0.011  0.014   0.04 3966745001886975488
0.054295 170.930563 14.497528 19.482 19.194 19.020 18.957 18.967 0.025  0.010  0.011  0.014   0.04 3966745001886975488
0.005926 176.162151 17.038411 18.889 18.708 18.641 18.453 18.498 0.024  0.009  0.010  0.011   0.03 3972976179094843264
0.033103 176.162144 17.038414 18.912 18.714 18.645 18.454 18.532 0.024  0.009  0.010  0.011   0.03 3972976179094843264
0.071661 191.496036 25.645207 20.317 19.896 19.264 19.012 18.662 0.042  0.015  0.012  0.014   0.03 3961034344650625536
0.071661 191.496036 25.645207 20.310 19.897 19.270 19.012 18.662 0.042  0.015  0.012  0.014   0.03 3961034344650625536
0.083360 191.496044 25.645210 20.307 19.888 19.269 19.008 18.652 0.044  0.015  0.012  0.014   0.03 3961034344650625536
0.041700 176.521979 17.045936 18.345 18.350 18.360 18.111 18.079 0.017  0.007  0.008  0.009   0.02 3972985073971542016
0.059224 176.521973 17.045939 18.358 18.356 18.358 18.114 18.101 0.017  0.007  0.008  0.009   0.02 3972985073971542016
0.038434 170.481482 14.329766 19.631 19.226 18.764 18.652 18.691 0.029  0.010  0.009  0.011   0.03 3966761666359824512
0.052723 170.481469 14.329764 19.637 19.229 18.768 18.652 18.696 0.026  0.010  0.009  0.011   0.03 3966761666359824512
0.052723 170.481469 14.329764 19.640 19.230 18.770 18.654 18.699 0.026  0.010  0.009  0.011   0.03 3966761666359824512
0.062629 170.481477 14.329772 19.429 19.121 18.645 18.495 18.586 0.025  0.010  0.009  0.011   0.03 3966761666359824512
0.062657 170.481477 14.329772 19.425 19.119 18.644 18.494 18.584 0.025  0.010  0.009  0.011   0.03 3966761666359824512
0.064939 170.481485 14.329773 19.398 19.114 18.637 18.493 18.563 0.025  0.009  0.009  0.011   0.03 3966761666359824512
0.028905 174.323126 21.038966 19.173 18.894 18.884 18.659 18.631 0.023  0.009  0.010  0.011   0.03 3979372892931553792
0.033638 174.323125 21.038960 19.200 18.899 18.889 18.667 18.640 0.023  0.009  0.010  0.011   0.03 3979372892931553792
0.037370 190.968078 25.601924 18.744 18.805 18.744 18.331 18.174 0.017  0.008  0.009  0.010   0.02 3961044652571862400
0.041216 190.968083 25.601929 18.735 18.803 18.741 18.331 18.197 0.017  0.008  0.009  0.010   0.02 3961044652571862400
0.031372 176.724619 17.302498 19.731 19.034 18.909 18.965 18.813 0.038  0.010  0.011  0.019   0.04 3972997035456078464
0.055265 176.724609 17.302502 19.746 19.041 18.914 18.969 18.820 0.037  0.010  0.011  0.014   0.03 3972997035456078464
0.007158 176.394028 17.238766 20.050 18.059 17.819 17.708 17.678 0.045  0.006  0.007  0.007   0.01 3973004315425143680
0.009192 176.394026 17.238765 23.883 20.255 18.177 20.434 20.079 0.746  0.023  0.008  0.042   0.11 3973004315425143680
0.009216 176.394026 17.238765 20.164 18.059 18.177 17.724 17.683 0.046  0.006  0.008  0.007   0.01 3973004315425143680
0.031177 176.394035 17.238758 21.526 18.055 18.172 17.721 19.366 0.124  0.006  0.008  0.007   0.06 3973004315425143680
0.031979 176.394037 17.238765 24.712 20.638 18.441 22.047 20.590 0.960  0.032  0.009  0.154   0.16 3973004315425143680
0.034822 176.394037 17.238759 20.056 18.052 17.812 17.702 17.659 0.046  0.006  0.007  0.007   0.02 3973004315425143680
0.932856 176.393975 17.238510 20.201 18.143 20.308 17.734 17.748 0.047  0.007  0.035  0.007   0.01 3973004315425143680
0.049011 174.730147 21.296395 17.704 17.489 17.290 17.035 16.962 0.011  0.005  0.005  0.005   0.01 3979394784380218240
0.051388 174.730147 21.296396 17.705 17.497 17.292 17.042 16.977 0.011  0.005  0.005  0.005   0.01 3979394784380218240
0.057538 170.712311 14.625701 17.915 17.759 17.682 17.564 17.405 0.012  0.006  0.007  0.007   0.01 3966797434847781120
0.057538 170.712311 14.625701 17.915 17.758 17.682 17.564 17.405 0.012  0.006  0.007  0.007   0.01 3966797434847781120
0.090673 170.712322 14.625704 17.908 17.757 17.680 17.560 17.404 0.011  0.006  0.007  0.007   0.01 3966797434847781120
0.083797 191.869951 25.729718 19.283 18.283 18.080 18.037 17.996 0.027  0.007  0.007  0.008   0.01 3961087499165723648
0.098092 191.869956 25.729723 19.258 18.287 18.077 18.029 17.978 0.028  0.007  0.007  0.008   0.02 3961087499165723648
0.051442 170.654153 14.840249 19.083 19.091 19.100 18.895 18.703 0.021  0.009  0.012  0.014   0.03 3966816985538983040
0.080577 170.654162 14.840251 19.069 19.083 19.094 18.892 18.700 0.021  0.009  0.012  0.014   0.03 3966816985538983040
0.070384 174.937598 16.817845 19.321 19.124 18.805 18.768 18.740 0.030  0.011  0.011  0.013   0.04 3973051663144805888
0.070642 174.937598 16.817845 19.336 19.132 18.807 18.759 18.804 0.030  0.011  0.011  0.013   0.04 3973051663144805888
0.034696 173.931307 21.381138 19.827 18.892 18.759 18.613 18.351 0.036  0.009  0.010  0.011   0.02 3979443914510904960
0.034696 173.931307 21.381138 19.827 18.892 18.759 18.613 18.351 0.036  0.009  0.010  0.011   0.02 3979443914510904960
0.055782 173.931311 21.381142 19.767 18.885 18.748 18.603 18.337 0.035  0.009  0.010  0.011   0.02 3979443914510904960
0.028021 175.588030 16.847976 18.987 18.767 18.639 18.714 18.204 0.024  0.009  0.010  0.013   0.02 3973063654693702912
0.031852 175.588035 16.847976 18.953 18.752 18.616 18.646 18.179 0.025  0.009  0.010  0.012   0.02 3973063654693702912
0.106503 175.592877 17.007985 18.804 18.732 18.659 18.466 18.359 0.022  0.009  0.010  0.011   0.03 3973070354842707584
0.119549 175.592881 17.007982 18.788 18.721 18.653 18.465 18.346 0.022  0.009  0.010  0.011   0.03 3973070354842707584
0.089620 191.759452 25.814093 18.598 18.368 18.438 18.321 18.478 0.018  0.007  0.008  0.009   0.02 3961136049475852544
0.108287 191.759459 25.814096 18.587 18.363 18.433 18.316 18.487 0.018  0.007  0.008  0.009   0.02 3961136049475852544
0.042709 174.530991 21.844671 17.213 15.375 14.539 14.177 13.894 0.013  0.002  0.002  0.002   0.00 3979475564125087232
