#angDist  RA_ICRS    DE_ICRS   umag   gmag   rmag   imag   zmag   e_umag e_gmag e_rmag e_imag  e_zm source_id          
0.063777 210.319185 37.612796 19.509 19.316 19.133 18.952 18.882 0.028  0.011  0.011  0.014   0.04 1483775484098170752
0.071482 210.319181 37.612805 19.531 19.319 19.135 18.954 18.876 0.027  0.011  0.011  0.014   0.03 1483775484098170752
0.017463 202.518568 30.557819 18.763 18.646 18.353 18.155 18.041 0.020  0.008  0.008  0.009   0.02 1468206601310799360
0.029499 202.518571 30.557814 18.774 18.655 18.359 18.161 18.030 0.020  0.008  0.008  0.009   0.02 1468206601310799360
0.029499 202.518571 30.557814 18.774 18.655 18.359 18.162 18.030 0.020  0.008  0.008  0.009   0.02 1468206601310799360
0.012557 198.646490 30.300886 19.030 18.421 17.964 17.695 17.591 0.025  0.007  0.007  0.007   0.01 1462789930292250112
0.023844 198.646478 30.300888 19.050 18.424 17.970 17.695 17.592 0.025  0.007  0.007  0.007   0.01 1462789930292250112
0.006763 210.008848 37.625409 18.933 18.612 18.437 18.462 18.238 0.021  0.007  0.008  0.010   0.02 1483785547205351680
0.008589 210.008848 37.625409 18.947 18.616 18.445 18.478 18.254 0.021  0.008  0.008  0.010   0.02 1483785547205351680
0.039695 210.008855 37.625419 18.999 18.691 18.510 18.545 18.368 0.020  0.007  0.008  0.009   0.02 1483785547205351680
0.042976 210.008861 37.625400 18.926 18.610 18.436 18.453 18.235 0.021  0.007  0.008  0.010   0.03 1483785547205351680
0.058740 210.008849 37.625425 19.001 18.694 18.513 18.549 18.376 0.020  0.008  0.008  0.009   0.02 1483785547205351680
0.058740 210.008849 37.625425 19.001 18.694 18.513 18.549 18.373 0.020  0.008  0.008  0.009   0.02 1483785547205351680
0.212717 199.066472 30.264515 16.253 15.129 14.384 14.064 13.877 0.008  0.002  0.002  0.002   0.00 1462797592513984128
0.212718 199.066472 30.264515 16.003 14.882 14.383 14.063 13.875 0.007  0.002  0.002  0.002   0.00 1462797592513984128
0.226435 199.066470 30.264520 16.035 14.885 14.383 14.064 13.871 0.007  0.002  0.002  0.002   0.00 1462797592513984128
0.228197 199.066470 30.264521 16.395 15.073 14.472 14.126 13.936 0.009  0.002  0.002  0.002   0.00 1462797592513984128
0.009988 214.017926 33.725524 19.057 18.732 18.535 18.396 18.458 0.020  0.008  0.008  0.009   0.02 1478937254981152768
0.010187 214.017926 33.725524 19.038 18.717 18.523 18.382 18.429 0.020  0.008  0.008  0.009   0.02 1478937254981152768
0.045715 214.017940 33.725523 19.024 18.759 18.530 18.392 18.484 0.021  0.008  0.009  0.010   0.02 1478937254981152768
0.005912 198.985218 30.345055 19.280 18.486 18.491 18.457 18.123 0.028  0.007  0.008  0.010   0.02 1462804911138215296
0.009765 198.985219 30.345054 19.367 18.529 18.544 18.461 18.167 0.028  0.007  0.010  0.012   0.02 1462804911138215296
0.025747 198.985210 30.345059 19.275 18.486 18.496 18.456 18.136 0.028  0.007  0.008  0.010   0.02 1462804911138215296
0.027129 198.985214 30.345063 19.253 18.485 18.514 18.436 18.134 0.028  0.007  0.008  0.010   0.02 1462804911138215296
0.050826 198.985231 30.345064 19.388 18.531 18.590 18.482 18.234 0.028  0.007  0.010  0.012   0.02 1462804911138215296
0.051735 198.985211 30.345069 19.408 18.534 18.591 18.477 18.210 0.028  0.007  0.010  0.012   0.02 1462804911138215296
0.056283 198.985207 30.345069 19.253 18.493 18.518 18.442 18.146 0.028  0.007  0.008  0.010   0.02 1462804911138215296
0.086423 198.985192 30.345047 19.411 18.540 18.567 18.479 18.210 0.028  0.007  0.010  0.012   0.02 1462804911138215296
0.065400 200.636889 36.492033 19.199 18.909 18.555 18.535 18.552 0.023  0.008  0.008  0.010   0.03 1473754530826186112
0.065400 200.636889 36.492033 19.199 18.909 18.555 18.535 18.552 0.023  0.008  0.008  0.010   0.03 1473754530826186112
0.085937 200.636894 36.492027 19.172 18.904 18.548 18.534 18.532 0.022  0.008  0.008  0.010   0.03 1473754530826186112
0.014390 213.668008 33.436993 20.147 19.329 18.738 18.639 18.526 0.040  0.011  0.010  0.011   0.02 1478950925858105984
0.014395 213.668008 33.436993 20.136 19.317 18.727 18.614 18.028 0.040  0.011  0.010  0.011   0.01 1478950925858105984
0.040422 213.668012 33.436999 20.214 19.437 18.806 18.694 18.624 0.041  0.011  0.010  0.011   0.02 1478950925858105984
0.040937 213.668012 33.437000 20.193 19.423 18.789 18.662 17.986 0.041  0.011  0.009  0.011   0.01 1478950925858105984
0.043197 213.668017 33.436985 20.100 19.308 18.725 18.610 18.472 0.040  0.011  0.010  0.011   0.02 1478950925858105984
0.048230 213.668016 33.436999 20.151 19.418 18.786 18.659 18.562 0.040  0.011  0.009  0.011   0.02 1478950925858105984
0.031209 199.070835 30.506846 19.592 19.262 19.101 18.810 18.822 0.034  0.011  0.012  0.013   0.04 1462819372292267904
0.041317 199.070823 30.506848 19.603 19.278 19.102 18.819 18.882 0.034  0.011  0.012  0.013   0.04 1462819372292267904
0.043504 199.070823 30.506848 19.636 19.285 19.109 18.824 18.900 0.034  0.011  0.012  0.013   0.04 1462819372292267904
0.062571 199.070812 30.506844 19.610 19.226 19.077 18.802 18.838 0.034  0.011  0.013  0.014   0.05 1462819372292267904
0.063687 199.070812 30.506845 19.652 19.246 19.096 18.820 18.897 0.035  0.011  0.013  0.014   0.05 1462819372292267904
0.082203 199.070844 30.506859 19.532 19.238 19.142 18.832 18.894 0.032  0.010  0.014  0.016   0.04 1462819372292267904
0.090388 199.070847 30.506860 19.587 19.246 19.151 18.842 18.923 0.032  0.010  0.015  0.016   0.04 1462819372292267904
0.092892 199.070846 30.506861 19.626 19.258 19.168 18.860 18.961 0.033  0.010  0.015  0.016   0.04 1462819372292267904
0.150714 199.070880 30.506844 99.999 99.999 99.999 99.999 99.999 9.999  9.999  9.999  9.999  9.999  1462819372292267904
0.027862 210.821259 37.448492 18.981 18.850 18.668 18.628 18.685 0.022  0.008  0.009  0.011   0.03 1483813687830651136
0.058419 210.821271 37.448483 18.973 18.846 18.669 18.628 18.710 0.022  0.008  0.009  0.011   0.04 1483813687830651136
0.010055 210.815483 37.503660 18.515 18.556 18.551 18.361 18.264 0.015  0.008  0.008  0.010   0.02 1483815474537068544
0.033460 210.815480 37.503666 18.524 18.557 18.552 18.361 18.273 0.015  0.008  0.008  0.010   0.02 1483815474537068544
0.033460 210.815480 37.503666 18.524 18.557 18.552 18.361 18.273 0.015  0.008  0.008  0.010   0.02 1483815474537068544
0.033929 210.815495 37.503655 18.458 18.502 18.535 18.322 18.357 0.017  0.007  0.009  0.009   0.06 1483815474537068544
0.033929 210.815495 37.503655 18.458 18.503 18.535 18.323 18.359 0.017  0.007  0.009  0.009   0.06 1483815474537068544
0.079337 210.815506 37.503644 18.449 18.499 18.535 18.324 18.269 0.017  0.007  0.009  0.009   0.03 1483815474537068544
0.132335 210.815520 37.503634 18.503 18.482 18.491 18.287 18.232 0.015  0.007  0.008  0.009   0.02 1483815474537068544
0.132335 210.815520 37.503634 18.503 18.482 18.491 18.287 18.232 0.015  0.007  0.008  0.009   0.02 1483815474537068544
0.161814 210.815524 37.503626 18.494 18.478 18.488 18.285 18.223 0.015  0.007  0.008  0.009   0.02 1483815474537068544
0.130960 210.741330 37.672011 18.353 18.028 17.959 17.902 17.845 0.014  0.006  0.006  0.008   0.02 1483821457427943808
0.132389 210.741320 37.672013 18.361 18.029 17.959 17.906 17.841 0.014  0.006  0.006  0.008   0.01 1483821457427943808
0.132389 210.741320 37.672013 18.361 18.029 17.959 17.907 17.842 0.014  0.006  0.006  0.008   0.01 1483821457427943808
0.014742 202.844801 31.015732 18.745 18.435 18.567 18.528 18.556 0.020  0.007  0.009  0.010   0.03 1468243782845317120
0.036369 202.844807 31.015741 18.850 18.483 18.578 18.540 18.616 0.021  0.007  0.009  0.012   0.04 1468243782845317120
0.048987 202.844789 31.015746 18.856 18.489 18.586 18.548 18.574 0.021  0.007  0.009  0.012   0.03 1468243782845317120
0.054972 202.844780 31.015734 18.749 18.434 18.572 18.537 18.578 0.020  0.007  0.009  0.010   0.03 1468243782845317120
0.008813 201.341785 36.690395 19.313 19.089 18.985 18.993 19.030 0.026  0.009  0.010  0.012   0.03 1473777276972888704
0.010022 201.341785 36.690395 19.312 19.092 18.985 18.993 19.035 0.024  0.009  0.010  0.012   0.03 1473777276972888704
0.010613 201.341786 36.690391 19.259 19.132 18.982 18.977 19.006 0.024  0.009  0.010  0.012   0.03 1473777276972888704
0.018632 201.341787 36.690397 19.261 19.106 18.989 18.956 19.073 0.027  0.010  0.011  0.013   0.05 1473777276972888704
0.021423 201.341777 36.690396 19.241 19.117 18.991 18.963 18.973 0.024  0.009  0.010  0.012   0.04 1473777276972888704
0.023216 201.341790 36.690390 19.242 19.124 18.978 18.970 18.956 0.027  0.009  0.010  0.012   0.04 1473777276972888704
0.037503 201.341772 36.690399 19.257 19.126 18.994 18.966 18.985 0.024  0.009  0.010  0.012   0.03 1473777276972888704
0.067611 201.341796 36.690408 19.284 19.109 18.997 18.966 19.057 0.027  0.010  0.011  0.014   0.04 1473777276972888704
0.067589 202.112821 30.459525 18.055 17.783 17.899 18.044 17.963 0.013  0.005  0.006  0.008   0.02 1468245393455341696
0.084126 202.112829 30.459524 18.046 17.782 17.894 18.037 17.944 0.013  0.005  0.006  0.008   0.02 1468245393455341696
0.021134 213.315640 33.640749 18.858 18.391 18.427 18.280 18.357 0.020  0.007  0.008  0.009   0.03 1478970888866150016
0.037358 213.315659 33.640744 18.486 18.187 18.225 18.146 18.288 0.016  0.007  0.007  0.009   0.02 1478970888866150016
0.044622 213.315636 33.640756 18.865 18.399 18.435 18.288 18.362 0.020  0.007  0.008  0.009   0.02 1478970888866150016
0.075159 213.315668 33.640736 18.494 18.196 18.223 18.144 18.292 0.016  0.007  0.007  0.009   0.02 1478970888866150016
0.008970 213.716900 33.583112 19.120 18.728 18.638 18.416 18.229 0.024  0.009  0.010  0.011   0.03 1478976218924414080
0.029560 213.716908 33.583120 19.277 18.876 18.749 18.496 18.247 0.027  0.011  0.010  0.011   0.02 1478976218924414080
0.045920 213.716911 33.583103 19.051 18.677 18.563 18.358 18.107 0.024  0.008  0.010  0.011   0.02 1478976218924414080
0.050272 213.716919 33.583110 19.215 18.819 18.690 18.428 18.141 0.026  0.010  0.010  0.011   0.03 1478976218924414080
0.020376 201.051650 37.038249 99.999 99.999 99.999 99.999 99.999 9.999  9.999  9.999  9.999  9.999  1473801878545636352
0.031617 201.051654 37.038247 99.999 99.999 99.999 99.999 99.999 9.999  9.999  9.999  9.999  9.999  1473801878545636352
0.044533 201.051645 37.038241 19.518 18.958 18.802 18.864 18.751 0.026  0.009  0.009  0.013   0.03 1473801878545636352
0.041606 198.354732 34.374404 19.064 18.704 18.757 18.681 18.823 0.023  0.008  0.010  0.011   0.03 1473805559334085120
0.050303 198.354737 34.374405 19.038 18.699 18.743 18.673 18.797 0.023  0.008  0.010  0.011   0.04 1473805559334085120
0.052098 198.354738 34.374406 19.039 18.723 18.766 18.678 18.814 0.025  0.008  0.010  0.011   0.04 1473805559334085120
0.070623 198.354743 34.374418 19.055 18.729 18.767 18.682 18.817 0.023  0.008  0.010  0.011   0.03 1473805559334085120
0.044192 197.999719 29.866594 17.970 17.762 17.731 17.521 17.668 0.013  0.005  0.006  0.007   0.01 1462864765802452992
0.015849 198.395912 34.500232 19.343 19.138 18.880 18.617 18.452 0.028  0.010  0.010  0.011   0.02 1473813182899598976
0.025681 198.395915 34.500228 19.331 19.137 18.876 18.608 18.418 0.028  0.010  0.010  0.010   0.03 1473813182899598976
0.141034 202.209556 30.905575 18.630 18.406 18.470 18.189 18.019 0.018  0.007  0.009  0.010   0.02 1468274431731335040
0.141034 202.209556 30.905575 18.630 18.406 18.470 18.189 18.019 0.018  0.007  0.009  0.010   0.02 1468274431731335040
0.148959 202.209568 30.905568 18.631 18.408 18.477 18.198 18.014 0.018  0.007  0.009  0.010   0.02 1468274431731335040
0.040745 213.706080 33.876727 18.350 18.244 18.127 17.980 17.825 0.014  0.007  0.007  0.008   0.01 1478995838335084032
0.040840 213.706080 33.876727 18.351 18.247 18.131 17.985 17.835 0.014  0.007  0.007  0.008   0.01 1478995838335084032
0.050683 213.706096 33.876726 18.429 18.411 18.257 18.066 17.877 0.015  0.007  0.008  0.009   0.01 1478995838335084032
0.050684 213.706096 33.876726 18.427 18.411 18.257 18.066 17.876 0.015  0.007  0.008  0.009   0.01 1478995838335084032
0.070373 213.706089 33.876718 18.349 18.242 18.127 17.979 17.819 0.014  0.007  0.007  0.008   0.02 1478995838335084032
0.089740 213.706105 33.876719 18.415 18.408 18.256 18.066 17.875 0.015  0.007  0.008  0.009   0.02 1478995838335084032
0.108429 202.116604 30.937488 18.686 18.633 18.565 18.328 18.205 0.019  0.008  0.009  0.010   0.03 1468277966487653120
0.120743 202.116592 30.937495 18.686 18.629 18.538 18.303 18.201 0.019  0.008  0.009  0.010   0.02 1468277966487653120
0.044643 202.600936 30.962564 19.027 18.883 18.704 18.699 18.827 0.023  0.009  0.010  0.013   0.04 1468289309498103808
0.076923 202.600925 30.962575 19.037 18.894 18.712 18.708 18.830 0.023  0.009  0.010  0.013   0.04 1468289309498103808
0.103576 210.786627 37.974315 17.509 17.115 16.695 16.295 16.246 0.010  0.005  0.004  0.004   0.00 1483881346451900288
0.103892 210.786628 37.974315 17.488 17.086 16.612 16.205 16.115 0.011  0.005  0.004  0.004   0.00 1483881346451900288
0.111761 210.786634 37.974310 17.468 17.083 16.623 16.220 16.134 0.010  0.005  0.004  0.004   0.00 1483881346451900288
0.068121 197.123664 30.094177 17.339 16.911 16.786 16.808 16.655 0.009  0.004  0.005  0.005   0.00 1462920802239345152
0.068121 197.123664 30.094177 17.339 16.911 16.786 16.808 16.655 0.009  0.004  0.005  0.005   0.00 1462920802239345152
0.073899 197.123670 30.094170 17.339 16.908 16.785 16.806 16.654 0.009  0.004  0.005  0.005   0.00 1462920802239345152
0.084708 202.456626 31.171012 18.290 18.171 17.935 17.937 17.927 0.015  0.006  0.007  0.008   0.02 1468310372017697536
0.096496 202.456618 31.171017 18.300 18.179 17.940 17.937 17.953 0.015  0.006  0.007  0.008   0.02 1468310372017697536
0.050474 198.690584 35.148456 16.934 15.105 14.307 13.928 13.617 0.011  0.002  0.002  0.002   0.00 1473868094057909504
0.073992 198.690574 35.148456 16.958 15.118 14.317 13.941 13.631 0.011  0.002  0.002  0.002   0.00 1473868094057909504
0.073992 198.690574 35.148456 16.959 15.118 14.318 13.942 13.632 0.011  0.002  0.002  0.002   0.00 1473868094057909504
0.029936 197.260667 30.194455 19.770 19.476 19.197 19.190 18.949 0.035  0.012  0.012  0.020   0.04 1462925990560243712
0.056099 197.260655 30.194461 19.784 19.498 19.225 19.217 18.985 0.033  0.012  0.012  0.017   0.04 1462925990560243712
0.072315 203.323300 30.820245 18.417 18.085 17.853 17.593 17.600 0.016  0.006  0.006  0.007   0.01 1468316586833351680
0.092340 203.323308 30.820240 18.413 18.081 17.851 17.602 17.575 0.016  0.006  0.006  0.007   0.02 1468316586833351680
0.022475 197.566669 30.071346 18.218 18.180 17.962 17.959 18.085 0.013  0.006  0.007  0.008   0.02 1462931492414315264
0.022475 197.566669 30.071346 18.218 18.180 17.962 17.959 18.085 0.013  0.006  0.007  0.008   0.02 1462931492414315264
0.023073 197.566678 30.071347 18.218 18.173 17.958 17.956 18.101 0.013  0.006  0.007  0.008   0.02 1462931492414315264
0.024191 197.566675 30.071348 18.292 18.230 18.054 17.923 17.967 0.015  0.007  0.007  0.008   0.02 1462931492414315264
0.029637 197.566670 30.071349 18.294 18.236 18.059 17.922 17.978 0.015  0.007  0.007  0.008   0.02 1462931492414315264
0.032793 197.596458 30.092768 18.034 16.387 15.620 15.270 14.990 0.017  0.003  0.003  0.003   0.00 1462931939090915072
0.053682 197.596466 30.092777 18.033 16.333 15.621 15.258 14.967 0.016  0.003  0.003  0.003   0.00 1462931939090915072
0.054964 197.596450 30.092770 18.033 16.392 15.621 15.269 14.996 0.017  0.003  0.003  0.003   0.00 1462931939090915072
0.054965 197.596450 30.092770 18.037 16.395 15.624 15.272 14.999 0.017  0.003  0.003  0.003   0.00 1462931939090915072
0.058103 197.596458 30.092777 18.027 16.340 15.628 15.253 14.968 0.016  0.003  0.003  0.003   0.00 1462931939090915072
0.058103 197.596458 30.092777 18.029 16.342 15.630 15.254 14.970 0.016  0.003  0.003  0.003   0.00 1462931939090915072
0.045029 203.213923 30.882077 18.821 18.694 18.629 18.366 18.271 0.020  0.008  0.009  0.010   0.02 1468320847440924416
0.045029 203.213923 30.882077 18.821 18.694 18.629 18.366 18.271 0.020  0.008  0.009  0.010   0.02 1468320847440924416
0.080415 203.213932 30.882071 18.817 18.689 18.622 18.351 18.273 0.020  0.008  0.009  0.010   0.03 1468320847440924416
0.030259 197.561913 30.298961 19.452 19.209 18.820 18.314 18.158 0.031  0.011  0.010  0.010   0.02 1462939566952835584
0.035973 197.561913 30.298959 19.439 19.196 18.814 18.304 18.146 0.032  0.011  0.010  0.010   0.02 1462939566952835584
0.022779 214.703471 34.119686 99.999 99.999 99.999 99.999 99.999 9.999  9.999  9.999  9.999  9.999  1479051982145723648
0.059667 214.703482 34.119678 99.999 99.999 99.999 99.999 99.999 9.999  9.999  9.999  9.999  9.999  1479051982145723648
0.070496 214.703487 34.119707 17.850 17.686 17.481 17.426 17.428 0.012  0.005  0.006  0.006   0.01 1479051982145723648
0.086451 214.703488 34.119712 17.890 17.682 17.465 17.438 17.473 0.012  0.006  0.006  0.007   0.01 1479051982145723648
0.087703 214.703495 34.119707 17.848 17.685 17.481 17.425 17.427 0.012  0.005  0.006  0.006   0.01 1479051982145723648
0.096134 214.703500 34.119705 17.881 17.680 17.464 17.436 17.480 0.012  0.006  0.006  0.007   0.02 1479051982145723648
0.018816 214.633506 34.141727 17.656 17.550 17.366 17.255 17.312 0.010  0.005  0.005  0.006   0.01 1479063939334679296
0.034111 214.633493 34.141735 17.664 17.553 17.369 17.261 17.326 0.010  0.005  0.005  0.006   0.01 1479063939334679296
0.061729 214.633515 34.141746 17.634 17.526 17.334 17.227 17.296 0.011  0.005  0.005  0.006   0.01 1479063939334679296
0.069615 214.633513 34.141750 17.707 17.546 17.354 17.252 17.321 0.011  0.006  0.006  0.006   0.01 1479063939334679296
0.074545 214.633524 34.141744 17.699 17.545 17.354 17.251 17.303 0.011  0.006  0.006  0.006   0.01 1479063939334679296
0.081346 214.633523 34.141748 17.630 17.524 17.333 17.226 17.294 0.011  0.005  0.005  0.006   0.01 1479063939334679296
0.044546 198.261301 35.275623 18.470 18.487 18.508 18.274 18.323 0.017  0.007  0.008  0.009   0.02 1473917159764250752
0.059918 198.261291 35.275626 18.486 18.490 18.513 18.272 18.328 0.017  0.007  0.008  0.009   0.02 1473917159764250752
0.042674 198.427801 30.377575 19.718 19.101 18.824 18.754 18.500 0.039  0.010  0.011  0.015   0.04 1462981863790955648
0.059579 198.427796 30.377554 19.785 19.136 18.884 18.871 18.614 0.036  0.010  0.010  0.014   0.03 1462981863790955648
0.069217 198.427800 30.377553 19.704 19.044 18.810 18.732 18.529 0.035  0.010  0.010  0.013   0.03 1462981863790955648
0.106290 198.427818 30.377555 19.573 18.932 18.647 18.472 18.221 0.038  0.009  0.010  0.013   0.03 1462981863790955648
0.124962 198.427821 30.377548 19.920 19.110 18.876 18.901 18.529 0.048  0.009  0.011  0.017   0.03 1462981863790955648
0.008657 203.690934 31.437523 19.292 19.035 18.576 18.431 18.424 0.028  0.009  0.009  0.010   0.03 1468365893057696384
0.019570 203.690928 31.437527 19.323 19.042 18.582 18.440 18.445 0.028  0.009  0.009  0.010   0.03 1468365893057696384
0.013272 203.707201 31.473343 18.125 18.113 17.836 17.821 17.917 0.015  0.006  0.006  0.007   0.02 1468366034794764800
0.017436 203.707195 31.473346 18.140 18.117 17.840 17.828 17.936 0.015  0.006  0.006  0.007   0.02 1468366034794764800
0.006560 203.341419 31.378425 19.318 18.911 18.871 18.853 18.807 0.028  0.009  0.010  0.013   0.04 1468372043451351296
0.029427 203.341425 31.378421 19.279 18.905 18.870 18.851 18.823 0.028  0.009  0.011  0.013   0.04 1468372043451351296
0.061569 203.341436 31.378418 19.124 18.854 18.815 18.825 18.684 0.025  0.008  0.010  0.014   0.04 1468372043451351296
0.113843 203.341449 31.378409 19.115 18.844 18.800 18.796 18.690 0.026  0.008  0.010  0.013   0.04 1468372043451351296
0.038657 214.080745 34.136659 18.949 18.583 18.491 18.392 18.470 0.021  0.008  0.009  0.010   0.03 1479088467890835712
0.053818 214.080754 34.136659 18.878 18.526 18.464 18.344 18.361 0.019  0.007  0.008  0.009   0.02 1479088467890835712
0.054638 214.080754 34.136660 18.887 18.531 18.471 18.356 18.376 0.019  0.007  0.008  0.009   0.02 1479088467890835712
0.066970 214.080733 34.136665 18.978 18.591 18.513 18.409 18.501 0.021  0.008  0.009  0.010   0.03 1479088467890835712
0.067452 214.080733 34.136665 18.967 18.589 18.499 18.396 18.474 0.021  0.008  0.009  0.010   0.03 1479088467890835712
0.070095 214.080764 34.136656 18.868 18.525 18.463 18.340 18.350 0.019  0.007  0.008  0.009   0.02 1479088467890835712
0.059705 203.484939 31.565381 18.426 18.121 18.124 17.971 17.964 0.016  0.006  0.007  0.009   0.02 1468381080062111488
0.062120 203.484942 31.565382 18.527 18.148 18.130 18.034 17.997 0.019  0.006  0.007  0.008   0.02 1468381080062111488
0.047554 199.054700 35.321954 18.925 18.699 18.874 18.805 18.796 0.021  0.008  0.010  0.013   0.03 1473958185291545088
0.051569 199.054697 35.321955 18.953 18.708 18.878 18.813 18.793 0.022  0.008  0.010  0.013   0.03 1473958185291545088
0.019345 214.071766 36.132191 19.555 18.341 17.860 17.785 17.690 0.029  0.007  0.007  0.007   0.01 1483972502838066688
0.019496 214.071766 36.132191 19.527 18.331 17.847 17.765 17.661 0.028  0.007  0.006  0.007   0.01 1483972502838066688
0.047340 214.071783 36.132180 19.534 18.328 17.847 17.765 17.663 0.030  0.007  0.006  0.007   0.02 1483972502838066688
0.015795 213.941388 34.072657 19.397 19.260 19.314 19.029 18.961 0.028  0.011  0.014  0.015   0.05 1479098260416236288
0.027713 213.941396 34.072657 19.393 19.250 19.305 19.020 18.959 0.029  0.010  0.014  0.017   0.05 1479098260416236288
0.071417 213.941405 34.072667 19.346 19.156 19.286 18.988 18.948 0.028  0.011  0.013  0.017   0.04 1479098260416236288
0.084738 213.941404 34.072672 19.387 19.198 19.314 19.007 18.971 0.028  0.012  0.014  0.015   0.04 1479098260416236288
0.060815 198.722518 35.319616 19.810 19.375 19.068 18.729 18.710 0.039  0.011  0.011  0.012   0.03 1473966603427417856
0.071264 198.722512 35.319617 19.786 19.362 19.060 18.716 18.700 0.037  0.011  0.011  0.012   0.03 1473966603427417856
0.074635 198.722512 35.319615 19.794 19.378 19.082 18.747 18.743 0.037  0.011  0.011  0.012   0.03 1473966603427417856
0.011448 202.752905 31.362421 18.975 18.704 18.663 18.656 18.504 0.024  0.008  0.010  0.012   0.04 1468404861299012992
0.020804 202.752907 31.362419 18.983 18.708 18.664 18.669 18.633 0.024  0.008  0.010  0.013   0.04 1468404861299012992
0.023420 202.752894 31.362425 18.991 18.710 18.670 18.668 18.590 0.023  0.008  0.010  0.013   0.04 1468404861299012992
0.041435 202.752889 31.362427 18.990 18.708 18.671 18.668 18.588 0.023  0.008  0.010  0.013   0.04 1468404861299012992
0.019479 214.260508 36.571591 15.328 13.758 13.069 12.676 12.425 0.007  0.002  0.002  0.002   0.00 1483988686274831616
0.019892 214.260507 36.571591 15.672 13.974 13.277 12.893 12.672 0.008  0.002  0.002  0.002   0.00 1483988686274831616
0.031702 214.260524 36.571588 15.818 14.212 13.499 12.960 12.842 0.009  0.002  0.002  0.002   0.00 1483988686274831616
0.102442 202.527209 31.388108 16.146 14.387 13.631 13.260 12.976 0.009  0.002  0.002  0.002   0.00 1468407988032129920
0.127953 202.527200 31.388115 16.156 14.393 13.632 13.271 12.972 0.009  0.002  0.002  0.002   0.00 1468407988032129920
0.127953 202.527200 31.388115 16.165 14.401 13.639 13.278 12.979 0.009  0.002  0.002  0.002   0.00 1468407988032129920
0.023896 202.916277 31.466030 19.964 18.578 18.358 18.403 18.296 0.044  0.008  0.008  0.010   0.03 1468411660229741952
0.048459 202.916272 31.466036 20.012 18.588 18.377 18.416 18.337 0.045  0.008  0.008  0.010   0.03 1468411660229741952
0.049370 202.916272 31.466036 20.010 18.587 18.371 18.408 18.317 0.045  0.008  0.008  0.010   0.03 1468411660229741952
0.012096 198.227892 30.771714 18.773 18.502 18.413 18.534 18.443 0.018  0.008  0.008  0.010   0.02 1463073153319517696
0.032728 198.227881 30.771712 18.776 18.507 18.423 18.544 18.461 0.018  0.008  0.008  0.010   0.02 1463073153319517696
0.032728 198.227881 30.771712 18.776 18.507 18.423 18.544 18.461 0.018  0.008  0.008  0.010   0.02 1463073153319517696
0.060862 198.385241 30.795483 18.811 18.751 18.548 18.575 18.686 0.019  0.009  0.009  0.010   0.03 1463073982249496960
0.072926 198.385253 30.795484 18.807 18.745 18.538 18.566 18.691 0.019  0.009  0.009  0.010   0.03 1463073982249496960
0.063330 198.575896 35.453381 18.966 18.581 18.284 18.085 18.084 0.023  0.007  0.007  0.008   0.02 1474018654134805504
0.085804 198.575886 35.453383 19.006 18.569 18.292 18.079 18.052 0.019  0.007  0.007  0.008   0.02 1474018654134805504
0.085806 198.575886 35.453383 19.006 18.567 18.292 18.078 18.051 0.019  0.007  0.007  0.008   0.02 1474018654134805504
0.089062 198.575884 35.453384 19.002 18.561 18.291 18.075 18.034 0.019  0.007  0.007  0.008   0.02 1474018654134805504
0.093919 198.575885 35.453379 18.964 18.584 18.286 18.088 18.094 0.023  0.007  0.007  0.008   0.02 1474018654134805504
0.094132 198.575885 35.453379 18.966 18.586 18.288 18.090 18.098 0.023  0.007  0.007  0.008   0.02 1474018654134805504
0.032004 203.142506 31.871965 99.999 99.999 99.999 99.999 99.999 9.999  9.999  9.999  9.999  9.999  1468450727251879552
0.045105 203.142514 31.871961 99.999 99.999 99.999 99.999 99.999 9.999  9.999  9.999  9.999  9.999  1468450727251879552
0.046632 203.142512 31.871960 18.369 18.095 18.192 18.267 18.163 0.015  0.006  0.007  0.009   0.02 1468450727251879552
0.047611 203.142510 31.871960 18.366 18.096 18.192 18.267 18.172 0.015  0.006  0.007  0.009   0.02 1468450727251879552
0.066716 213.428243 36.760314 19.188 18.905 18.851 18.859 18.773 0.024  0.009  0.010  0.013   0.04 1484041325393900160
0.096081 213.428258 36.760310 19.171 18.897 18.852 18.854 18.755 0.025  0.008  0.010  0.012   0.04 1484041325393900160
0.095383 213.823995 36.506205 19.288 19.154 19.068 18.950 19.107 0.025  0.010  0.011  0.013   0.05 1484042317529786112
0.127336 213.824001 36.506196 19.288 19.147 19.069 18.957 19.089 0.026  0.010  0.011  0.018   0.05 1484042317529786112
0.029295 213.183756 33.740768 23.448 19.383 18.482 18.258 18.036 0.576  0.012  0.009  0.009   0.02 1479160902516689664
0.062976 213.183760 33.740760 23.192 19.372 18.479 18.254 18.044 0.479  0.012  0.008  0.009   0.02 1479160902516689664
0.064404 213.183764 33.740761 23.451 19.371 18.459 18.225 18.078 0.584  0.012  0.008  0.009   0.02 1479160902516689664
0.085744 213.183772 33.740758 23.082 19.377 18.461 18.222 18.073 0.444  0.012  0.008  0.009   0.02 1479160902516689664
0.042933 213.605465 36.609558 19.208 18.738 18.734 18.487 18.530 0.025  0.008  0.010  0.010   0.03 1484047437130828672
0.042933 213.605465 36.609558 19.208 18.738 18.734 18.487 18.530 0.025  0.008  0.010  0.010   0.03 1484047437130828672
