angDist,source_id,ra,dec,l,b,pmra,pmra_error,pmdec,pmdec_error,parallax,parallax_error,phot_g_mean_mag,phot_g_mean_flux,phot_g_mean_flux_error,phot_bp_mean_mag,phot_rp_mean_mag,bp_rp,ref_epoch,AllWISE,RAJ2000,DEJ2000,eeMaj,eeMin,eePA,W1mag,W2mag,W3mag,W4mag,Jmag,Hmag,Kmag,e_W1mag,e_W2mag,e_W3mag,e_W4mag,e_Jmag,e_Hmag,e_Kmag,ID,ccf,ex,var,qph,pmRA,e_pmRA,pmDE,e_pmDE,d2M
0.046713,1449591766373108608,201.02204144970884,28.39269428653257,44.74823411729156,82.66866133209159,0.1702186418764658,0.23801087,-0.14303881401278806,0.1386571,-0.1807860529512515,0.17420633,18.583107,694.5505532748623,1.66503,18.679827,18.17261,0.5072174,2016.0,J132405.28+282333.7,201.0220273,+28.3926978,0.0519,0.0506,168.0,14.374,13.211,10.386,8.253,,,,0.028,0.028,0.068,0.254,,,,2005128701351021789,0000,0,111n,AAAB,76,214,178,220,
0.122821,1449608228983995520,202.72637875350202,27.581791488545733,38.1585757486343,81.22705506606098,-0.16761175725532165,0.20380515,0.09482517484327743,0.082313016,0.1721955491099408,0.15906481,18.211123,978.3580663191398,3.2351065,18.383535,17.895416,0.48811913,2016.0,J133054.33+273454.5,202.7263865,+27.5818249,0.0661,0.0627,14.6,15.030,13.548,10.681,8.467,,,,0.034,0.032,0.078,0.298,,,,2028127201351044040,0000,0,000n,AAAB,371,192,388,204,
0.102631,1444169254198706432,207.7634622640878,24.67034268470199,25.87208277811988,76.37834679816743,0.3138307738844709,0.7388077,0.4463674082405015,0.41462225,0.07909006484819549,0.5382613,18.525826,732.1782089934087,7.430752,16.50991,15.138996,1.3709145,2016.0,J135103.23+244013.3,207.7634687,+24.6703706,0.0409,0.0389,120.5,11.998,12.039,11.366,9.041,13.801,13.078,12.701,0.023,0.022,0.149,,0.073,0.073,0.054,2080124201351040268,0000,5,11nn,AABU,43,33,34,34,0.118
0.073874,1444208115062715008,207.17999584750152,24.810038140704417,25.92658725610838,76.92621862644806,-0.11414705553791735,0.1730735,0.07903158454151653,0.13523465,-0.036405381838760326,0.16178158,18.470924,770.1535819691865,1.633527,18.634672,18.17114,0.4635315,2016.0,J134843.20+244836.2,207.1800010,+24.8100581,0.0495,0.0486,151.3,14.441,13.181,10.417,8.462,,,,0.027,0.027,0.063,0.231,,,,2064124201351048457,0000,0,110n,AAAB,55,77,1,80,
0.218444,1449693574278487552,202.21526485850114,28.02333743059365,41.247900434566006,81.66099393839508,-0.2650249332220559,0.24783853,-0.14471592896170882,0.16994867,0.10912859438660226,0.20205499,18.919632,509.4415006300354,1.8211421,19.129232,18.579296,0.5499363,2016.0,J132851.66+280123.7,202.2152709,+28.0232770,0.0576,0.0559,16.0,14.643,13.386,10.745,8.480,,,,0.031,0.028,0.081,0.331,,,,2022128701351005380,0000,0,110n,AAAB,233,157,-113,162,
0.137997,1449712167192542080,202.6881264804623,28.222654785676124,42.36781479599003,81.22981989463979,0.051427038008964886,0.1473126,-0.036064461268802195,0.07484641,0.10693278623205417,0.13209087,17.936964,1259.3928954829034,3.7956455,18.057262,17.41218,0.6450825,2016.0,J133045.15+281321.6,202.6881500,+28.2226870,0.0423,0.0421,107.2,13.586,12.458,9.460,6.957,16.986,15.972,15.166,0.026,0.024,0.036,0.080,0.189,0.167,0.160,2022128701351002628,0000,0,0000,AAAA,165,1323,229,421,0.091
1.064536,1449713296768590848,202.79259139859576,28.271372472750826,42.63243318086653,81.13392177168785,-0.026766450615563746,0.24166274,-0.0950631834021993,0.10237956,-0.2570148653953934,0.2057554,18.730938,606.1376834259065,1.3939644,18.995913,18.322662,0.6732502,2016.0,J133110.20+281617.9,202.7925106,+28.2716595,0.1158,0.1053,10.3,15.720,14.714,11.354,8.831,,,,0.048,0.059,0.143,0.491,,,,2022128701351002743,0000,0,01nn,AABC,-276,372,344,409,
0.112741,1449715117834179072,202.6030539194705,28.25598427269543,42.62957484060167,81.30156929896003,-0.2566754700287719,0.20423381,0.07361595300967029,0.11100246,0.08398125184867883,0.16957854,18.589668,690.3656695337454,4.058916,18.838457,18.131954,0.7065029,2016.0,J133024.72+281521.6,202.6030403,+28.2560132,0.0775,0.0733,11.3,15.327,14.070,11.188,8.924,,,,0.037,0.038,0.127,0.504,,,,2022128701351002682,0000,0,111n,AABC,179,232,130,251,
0.163651,1454478339644579072,209.8638884430396,31.437424475366697,53.201116317684104,74.5742969441421,0.7218464043674535,0.6654536,0.27187518080655815,0.5063184,-0.9082336070186967,0.6470692,18.286707,912.5649515075761,5.952479,18.72988,17.197853,1.5320263,2016.0,J135927.32+312614.8,209.8638431,+31.4374483,0.0846,0.0815,2.2,15.269,15.306,12.914,9.028,15.997,15.717,15.410,0.033,0.076,,,0.083,0.119,,2100131801351018678,0000,0,0nnn,AAUU,138,145,-11,156,0.154
0.098888,1449725528835259776,202.2426569067938,28.32965024733615,43.33122816866101,81.6102271341455,-0.019537106397733688,0.20816155,0.03996118111876856,0.11936656,0.009510027377523184,0.133267,18.201464,987.0993962416912,4.1211467,18.263771,17.697172,0.5665989,2016.0,J132858.23+281946.8,202.2426628,+28.3296772,0.0411,0.0392,135.0,13.412,12.184,9.426,7.027,,,,0.025,0.022,0.039,0.083,,,,2022128701351018636,0000,0,2211,AAAA,165,56,215,59,
0.253672,1444251678915208704,206.03121874800283,24.119360566469588,21.636133436356427,77.75543791068068,0.1043472532214975,0.1917152,0.03264856868010689,0.1277139,-0.08961046280227299,0.18402919,18.672724,639.5244152353057,3.9937544,18.836248,18.403645,0.43260384,2016.0,J134407.48+240709.4,206.0311925,+24.1192943,0.0808,0.0742,25.0,15.438,14.094,11.319,8.777,,,,0.039,0.038,0.116,0.329,,,,2064124201351032253,0000,0,nnnn,AABB,,,,,
0.178778,1449726976239725824,202.27859156758444,28.339970504408054,43.37866446660431,81.57768743662706,0.3010551509190471,0.2786229,0.1162976496049727,0.15409806,0.011828999071934826,0.18401003,18.745205,598.2254599045675,1.2698748,18.971441,18.41538,0.5560608,2016.0,J132906.86+282024.0,202.2785870,+28.3400200,0.1686,0.1560,7.7,16.340,15.413,11.576,9.048,,,,0.065,0.091,0.184,0.482,,,,2022128701351018877,0000,0,1nnn,AABC,-890,599,228,650,
0.208579,1449755219945157120,203.08778086473367,28.208573574603495,42.09462942640335,80.87994141310726,-0.04247555008107486,0.1263699,0.0401767854433398,0.05611242,0.1497402289142533,0.10917716,17.84787,1367.095176228817,3.263694,18.024206,17.52273,0.5014763,2016.0,J133221.07+281231.0,203.0878063,+28.2086270,0.0671,0.0630,14.3,14.956,13.695,10.416,7.661,,,,0.033,0.036,0.071,0.148,,,,2022128701351000055,0000,0,1100,AAAB,279,209,193,217,
0.723903,1449766932319528960,203.2283559257104,28.478788315528053,43.70929560996765,80.73237365539539,0.43620324632026136,0.25910324,0.029613304918912776,0.11276123,0.17814228722275527,0.18115489,18.745123,598.2700346140247,3.7130344,18.828846,18.42806,0.40078545,2016.0,J133254.84+282844.0,203.2285326,+28.4789161,0.0806,0.0756,14.1,15.384,14.040,11.082,8.407,,,,0.038,0.039,0.118,,,,,2040128701351012806,0000,0,00nn,AABU,469,254,686,266,
0.056764,1444296385230715904,206.64161486289458,24.682919866374224,24.85013430738117,77.37109492404794,-0.17448830319580366,0.27727973,-0.10326597520202295,0.1903805,-0.027876830468813188,0.25217134,18.873692,531.4597069010972,3.631503,18.373236,17.02761,1.3456249,2016.0,J134633.99+244058.5,206.6416301,+24.6829275,0.0487,0.0469,145.2,13.672,13.177,11.672,8.516,15.805,14.951,14.502,0.025,0.027,0.168,,0.092,0.096,0.084,2064124201351043543,0000,0,55nn,AABU,82,50,111,53,0.213
0.292136,1444344037892155904,205.432535559677,24.69557194986122,23.596980921823874,78.43793792155581,-0.08416788653062589,0.18569161,0.16298701070965527,0.1272334,-0.15710672625202804,0.19077218,18.810797,563.1551168300896,2.2965322,19.00301,18.38743,0.6155796,2016.0,J134143.78+244144.1,205.4324549,+24.6956069,0.1285,0.1188,13.8,16.124,14.985,11.565,9.158,,,,0.053,0.066,0.165,0.450,,,,2047124201351039136,0000,0,00nn,AABC,-375,297,-699,322,
0.086533,1444354311454272384,206.06409527165238,24.69488363683325,24.3003849569198,77.88257464965008,0.028717010973177012,0.18933539,0.16870871235816437,0.13629395,8.582920236732544E-4,0.1886349,18.762075,589.0017287335102,2.1165657,18.734392,18.221243,0.51314926,2016.0,J134415.38+244141.6,206.0640848,+24.6949057,0.0546,0.0531,4.6,14.485,13.546,10.913,8.501,,,,0.028,0.029,0.084,0.232,,,,2064124201351038985,0000,0,000n,AAAB,-111,79,136,83,
0.250255,1449850770081543424,203.20498147945324,28.91620192215711,46.41482032019092,80.69734320798732,0.030202648947755272,0.19683643,-0.02041958318165881,0.10072005,0.06685211739727956,0.16947429,18.611996,676.3142324797474,1.7449044,18.81768,18.20839,0.6092911,2016.0,J133249.20+285458.0,203.2050033,+28.9161351,0.0952,0.0889,7.3,15.416,14.345,11.182,8.428,,,,0.041,0.047,0.153,,,,,2040128701351035776,hh00,0,11nn,AABU,230,301,93,328,
0.127116,1449867610648951424,203.0872268926172,29.076222101204667,47.49807649841136,80.77350897533485,-0.7628813123391511,0.4275222,-0.061257719076313784,0.18625203,0.11447522495694956,0.35937312,18.083782,1100.1045497092525,5.2598166,16.374174,15.142617,1.2315569,2016.0,J133220.94+290434.5,203.0872512,+29.0762503,0.0422,0.0390,131.4,11.989,12.006,11.276,8.255,13.597,12.981,12.681,0.023,0.023,0.176,,0.040,0.044,0.041,2022128701351050564,0000,5,11nn,AABU,-44,46,70,48,0.092
0.214787,1449872073119404160,203.33860081706115,29.169689984885355,47.83413331691337,80.54116829321457,0.020260056200859522,0.15194194,0.1020125870651485,0.07549339,0.09919692439488514,0.13638642,18.212156,977.4263826081051,3.1595793,18.352571,17.924551,0.42802048,2016.0,J133321.28+291010.8,203.3386679,+29.1696785,0.1174,0.1094,18.5,15.754,14.892,11.277,8.891,,,,0.047,0.064,0.168,0.434,,,,2040128701351038519,0000,0,00nn,AABC,613,406,-181,433,
0.329435,1444390633993123840,206.74181261206084,24.736807917825274,25.188914036585924,77.29579066449033,0.10418735765744903,0.232888,0.03688489337623631,0.16680618,-0.3449161718910291,0.2232855,18.984217,480.0204344051224,1.3907088,19.189852,18.785667,0.40418434,2016.0,J134658.05+244412.4,206.7419128,+24.7367986,0.0771,0.0719,10.6,15.368,14.217,11.612,8.642,,,,0.036,0.039,0.135,0.282,,,,2064124201351051244,0000,0,00nn,AABB,20,138,19,151,
1.024517,1449875302934816512,203.1212983853465,29.206400246227137,48.26267218920614,80.72136677573775,-0.23142216746993338,0.23400216,-0.11337255473680108,0.10950013,-0.1542754551735931,0.19532107,18.921616,508.5115553995977,1.7694274,19.259874,18.340027,0.9198475,2016.0,J133229.14+291223.9,203.1214259,+29.2066622,0.1203,0.1086,58.4,15.353,13.988,10.874,8.404,,,,0.069,0.043,0.100,0.297,,,,2022128701351050567,0000,0,nnnn,AAAB,,,,,
0.671948,1444394069966930304,206.65409674387993,24.786897213223437,25.324498341074925,77.38506709794748,-0.03312417474515298,0.1771851,0.17388686368972958,0.13076559,0.18555458115873522,0.17281039,18.646301,655.2785740245483,2.6878808,18.857492,18.31043,0.5470619,2016.0,J134636.96+244713.4,206.6540025,+24.7870631,0.0725,0.0683,11.8,15.166,14.257,11.228,8.470,,,,0.033,0.039,0.117,0.213,,,,2064124201351051243,0000,0,00nn,AABB,148,126,265,136,
0.184909,1449894303870146944,201.93112994468444,28.374625584881084,43.85394048063602,81.87772075703349,0.4415047415884552,0.25536475,-0.07724087476281824,0.16786619,-0.2838405684352899,0.20163383,18.914988,511.6246409439853,1.872114,19.080141,18.627693,0.4524479,2016.0,J132743.47+282228.8,201.9311616,+28.3746687,0.0685,0.0647,2.9,15.112,13.712,10.362,7.635,,,,0.034,0.034,0.072,0.144,,,,2022128701351015986,0000,0,000n,AAAB,77,220,207,233,
0.052341,1449896301029994240,201.58286062633454,28.178103843636308,42.68190047144808,82.20385907027773,-0.09289914732380072,0.3571699,-0.13014543681224613,0.24102104,0.10016612505771073,0.32005364,18.950119,495.3348088879659,2.9402902,18.642427,17.601501,1.040926,2016.0,J132619.88+281041.2,201.5828638,+28.1781181,0.0477,0.0467,8.5,14.030,13.109,9.851,7.275,16.374,15.538,14.797,0.026,0.028,0.042,0.118,0.122,0.147,0.095,2022128701351010488,0000,0,0000,AAAB,196,260,149,186,0.212
0.067487,1444411833951599488,206.51008924504958,24.981827973273006,26.060707011838215,77.5569944447012,-0.08018809795884108,0.122145474,0.15699168591723497,0.09447888,0.06047045815881074,0.1177435,18.145868,1038.9623343527996,1.9262837,18.38369,17.714401,0.66928864,2016.0,J134602.42+245854.6,206.5100881,+24.9818467,0.0646,0.0625,0.8,15.155,13.883,10.897,8.615,,,,0.032,0.032,0.085,0.254,,,,2064124201351053825,0000,0,001n,AAAB,137,113,17,120,
0.165642,1444426295106421888,207.14600431285152,25.05646021926729,26.96205533788234,77.0108427312615,-0.05551528539951363,0.21443665,-0.07737154699456403,0.16516937,-0.04789619635383928,0.21437055,18.958797,491.39186364369203,0.9606153,19.174318,18.625998,0.5483208,2016.0,J134835.04+250323.3,207.1460342,+25.0564974,0.1218,0.1129,12.2,16.113,14.974,11.449,9.013,,,,0.050,0.061,0.137,0.372,,,,2066125701351002840,0000,0,00nn,AABC,303,263,14,284,
0.081783,1449931412387018112,201.99641985639474,28.567647522370372,45.1508188869077,81.79620608215008,6.506512054843365E-5,0.16708988,-0.04729424628374027,0.10675981,-0.14025014770535532,0.13930725,18.14387,1040.8759168330027,3.2288284,18.266676,17.853241,0.41343498,2016.0,J132759.14+283403.5,201.9964446,+28.5676542,0.0525,0.0508,173.8,14.393,13.093,10.230,7.531,,,,0.028,0.028,0.059,0.131,,,,2022128701351015972,0000,0,220n,AAAB,-6,188,82,166,
0.106697,1449938284334821504,201.94780558134852,28.71664101654025,46.22899406586946,81.8164116360598,0.03673183719456538,0.12531321,0.004712253334061565,0.09187268,-8.451976563312973E-4,0.08491708,17.501467,1880.874937352987,3.0667543,17.712645,17.127598,0.58504677,2016.0,J132747.47+284259.9,201.9478304,+28.7166611,0.0500,0.0483,7.4,14.534,13.150,9.553,7.406,16.574,16.141,15.131,0.029,0.027,0.035,0.120,0.139,0.201,,2022128701351034536,0000,0,1100,AAAB,207,82,79,88,0.431
0.323691,1444460379966121728,206.30909759093524,25.014349132810388,26.019251213731692,77.74182519101416,-0.08266962799064538,0.24743815,-0.24790425322732781,0.17246845,-0.20306005007893257,0.22014453,18.972126,485.39580142532975,0.89018446,18.988195,18.112925,0.87527084,2016.0,J134514.20+250051.8,206.3091714,+25.0144092,0.0395,0.0381,128.8,13.441,12.273,9.165,6.896,16.793,15.845,14.838,0.024,0.023,0.029,0.066,,0.165,0.117,2066125701351007482,0000,0,0011,AAAA,9,289,54,1275,0.130
0.186235,1449953952375321472,201.300943505312,28.48525209379571,45.185853396910346,82.41275987340443,-0.17650158327705945,0.2956401,0.27888822580310124,0.20084552,-0.06588177385232705,0.24852267,18.970268,486.22743291327777,1.1692735,19.300623,18.410355,0.8902683,2016.0,J132512.22+282907.0,201.3009444,+28.4853038,0.1204,0.1103,11.8,15.858,15.249,11.189,8.395,,,,0.046,0.079,0.152,,,,,2005128701351024711,0000,0,0nnn,AABU,30,431,-247,472,
0.192107,1454711367390731392,205.74427615193076,27.908632152242003,39.808850982782275,78.55165368755345,-0.01501385364292488,0.28822383,-0.2546321655243361,0.167277,0.2120515236300243,0.22969455,18.998365,473.8057571198525,1.52638,19.303322,18.534424,0.768898,2016.0,J134258.62+275430.8,205.7442605,+27.9085806,0.0989,0.0920,18.0,15.682,14.515,11.434,8.478,,,,0.043,0.049,0.156,,,,,2061127201351055741,0000,0,00nn,AABU,-184,287,-166,313,
0.076843,1444478972880333440,206.19622520726682,25.26866831246505,27.093754061542878,77.89583324241845,0.09269580921866225,0.22323903,-0.042164590631441096,0.14326641,0.02517351568237082,0.20641217,18.866812,534.8375146432368,2.240772,18.96546,18.677986,0.28747368,2016.0,J134447.09+251607.2,206.1962399,+25.2686850,0.0661,0.0631,11.4,15.210,14.003,11.132,8.089,,,,0.032,0.034,0.097,0.175,,,,2066125701351007526,0000,0,11nn,AAAB,132,122,-40,134,
0.489756,1449978450869070208,201.55735388557196,28.862144575810657,47.67453726209597,82.12871389615566,0.09289955937797932,0.18061051,0.029973478054935887,0.1253063,0.009359978740483464,0.15940426,18.405472,818.0092237933248,2.0009272,18.60351,18.054592,0.5489178,2016.0,J132613.76+285144.2,201.5573518,+28.8622806,0.0644,0.0615,10.8,14.985,13.775,11.144,8.439,,,,0.032,0.032,0.120,0.269,,,,2022128701351037297,0000,0,110n,AABB,326,200,149,205,
0.122734,1449996833329148416,201.87367150458442,28.95852992235234,47.9839343058891,81.83871197786362,-0.22531922461099085,0.2819952,-0.2074166642716679,0.18717182,0.10040573262043002,0.20279571,18.972553,485.2053084952587,1.238875,19.159668,18.680618,0.47904968,2016.0,J132729.68+285730.7,201.8737060,+28.9585458,0.1148,0.1049,13.7,15.876,14.910,11.633,8.846,,,,0.046,0.060,0.195,0.391,,,,2022128701351042737,0000,0,11nn,AABC,-49,380,99,414,
0.060895,1444514191612181760,206.6342036842777,25.54309711113694,28.717678910493074,77.56010405228179,-0.23518462285695713,0.19364046,-0.10957397487211018,0.12087352,0.15917776123689395,0.19092903,18.408438,815.7771803215146,3.4579902,18.376326,17.677732,0.69859314,2016.0,J134632.21+253235.1,206.6342165,+25.5431094,0.0425,0.0403,135.0,13.519,12.565,10.235,8.142,16.826,16.037,15.223,0.024,0.023,0.054,0.193,0.160,0.239,0.134,2066125701351016410,0000,0,110n,AAAB,51,52,22,52,0.574
0.234002,1454736724877021184,204.98185374864107,27.799585816822162,39.29366004121689,79.22725502571998,-0.07170107920467357,0.21998742,-0.033798905410163796,0.12640892,0.07242292920549703,0.18489301,18.799608,568.9885849674429,1.9828885,18.975609,18.346527,0.6290817,2016.0,J133955.62+274758.5,204.9817826,+27.7996019,0.0561,0.0541,12.8,14.570,13.334,10.311,7.648,,,,0.030,0.030,0.055,0.148,,,,2045127201351050886,0000,0,000n,AAAB,90,150,260,156,
0.070643,1454738069201698048,204.89937979494238,27.7606921504884,39.08949156900972,79.30067541598618,0.29426678761850705,0.7907926,0.39809336028927056,0.37109256,-0.3792645975510572,0.6786943,18.565222,706.0861970192129,8.203724,16.897541,15.563855,1.3336859,2016.0,J133935.84+274538.5,204.8993595,+27.7607000,0.0465,0.0444,130.9,12.890,12.868,12.216,8.860,14.280,13.516,13.212,0.024,0.026,0.343,,0.039,0.042,0.041,2045127201351050847,0000,4,11nn,AABU,41,56,72,58,0.198
0.130578,1444543667972148864,204.00881828961587,23.639652745686686,16.284952200267746,79.34529894582326,0.2310748172462063,0.1584432,0.06605944695350635,0.09133318,-0.18985405773759473,0.14980756,18.474533,767.5970194451885,3.0440784,18.463268,18.11861,0.3446579,2016.0,J133602.12+233822.6,204.0088392,+23.6396220,0.0447,0.0436,142.8,13.675,12.516,9.976,7.656,16.919,16.383,15.654,0.025,0.025,0.053,0.145,0.191,0.225,0.195,2047124201351008560,0000,0,320n,AAAB,48,203,27,146,0.144
0.075665,1444549582142778112,203.82800347063971,23.61105393672515,15.807585088122597,79.48873862104445,0.40021351036712716,0.32772246,0.21166202225308345,0.19646974,-0.4493595365191189,0.2956265,18.952305,494.3390694338606,2.612517,18.263733,17.104342,1.1593914,2016.0,J133518.72+233639.8,203.8280150,+23.6110721,0.0580,0.0560,159.3,14.147,13.699,11.383,8.564,15.893,15.376,14.808,0.028,0.035,0.161,,0.086,0.115,0.100,2031124201351000032,0000,0,11nn,AABU,-46,100,159,107,0.327
0.365470,1454759303525271168,204.79047956638675,28.090670604556053,40.8871730574718,79.38822817146881,-0.11681917471049053,0.25409073,-0.22519032172957823,0.1377905,0.20688317641087145,0.22151285,18.997484,474.19067743138726,2.0018208,19.104866,18.728828,0.3760376,2016.0,J133909.68+280526.4,204.7903661,+28.0906873,0.0670,0.0628,9.0,14.976,13.730,10.858,8.546,,,,0.033,0.035,0.095,0.276,,,,2040128701351000068,0000,0,110n,AAAB,125,175,148,187,
0.209374,1444556209276678912,203.92458083705367,23.69418038691075,16.40811862206488,79.43701388259744,-0.060941534279574376,0.23311484,-0.02312816270732857,0.12545668,-0.032321975973305626,0.19747086,18.828047,554.2785356162692,2.3001246,19.009686,18.43106,0.5786247,2016.0,J133541.90+234138.8,203.9245853,+23.6941224,0.1282,0.1173,15.7,16.117,14.738,11.692,8.402,,,,0.054,0.058,0.218,,,,,2031124201351000251,0000,0,11nn,AABU,538,402,-380,434,
0.243565,1444626474941865216,203.57912922425305,24.00319259595276,17.393190868517586,79.84191402432874,0.06563688375048014,0.20296942,0.12030570005365197,0.11071231,-0.01759662921389772,0.18785885,18.688633,630.221746809598,1.2819072,18.842455,18.38748,0.45497513,2016.0,J133418.97+240011.3,203.5790745,+24.0031470,0.0950,0.0878,12.0,15.533,14.669,10.942,8.553,,,,0.040,0.053,0.101,0.271,,,,2031124201351016836,0000,0,000n,AAAB,3,242,-303,266,
0.239412,1450189454022493184,208.23486655658192,25.154268546724555,28.245673090432327,76.06608358193898,-0.11820857045091973,0.14138997,-0.060183491265840244,0.11946132,-0.02713481341521111,0.13977262,18.191774,995.9484297913865,4.3875933,18.31279,17.891287,0.42150307,2016.0,J135256.38+250915.2,208.2349317,+25.1542378,0.0799,0.0745,13.8,15.331,14.208,10.858,8.774,,,,0.037,0.040,0.090,0.372,,,,2083125701351005507,0000,0,001n,AAAC,-103,194,285,208,
0.083720,1450210963218840448,208.61793965174087,25.369614957155907,29.386558939955496,75.76719596819666,0.3066250012014694,0.20589843,-0.059261707866617844,0.17726727,0.00451291985202875,0.19582094,18.92782,505.6136326772049,1.7805648,19.08227,18.638893,0.44337654,2016.0,J135428.31+252210.6,208.6179653,+25.3696164,0.0983,0.0901,18.5,15.718,14.560,11.940,8.679,,,,0.043,0.049,0.219,0.332,,,,2083125701351021304,0000,0,00nn,AABB,229,215,-154,235,
0.131756,1450217182331443968,208.23770092053627,25.29503267910876,28.821648928733243,76.09094719281754,0.11674047460295663,0.16244426,0.0138316261053084,0.14791295,-0.20823725162032927,0.15356672,18.56886,703.7250509676385,1.2309667,18.805267,18.159449,0.6458187,2016.0,J135257.05+251742.2,208.2377239,+25.2950628,0.0560,0.0540,21.6,14.728,13.289,10.309,7.909,,,,0.031,0.029,0.057,0.184,,,,2083125701351018536,0000,0,111n,AAAB,157,114,155,115,
0.080484,1450219656232643968,208.2581706859412,25.36170854991816,29.108477379472433,76.08526870749344,0.15096547119887424,0.21721482,-0.10225647680913723,0.19324192,-0.3956069298124566,0.20155768,18.87948,528.63318981825,1.6185325,19.09442,18.556519,0.5379009,2016.0,J135301.95+252142.1,208.2581466,+25.3617138,0.0905,0.0842,14.2,15.634,14.277,10.992,8.518,,,,0.042,0.044,0.094,,,,,2083125701351018590,0000,0,110n,AAAU,100,208,45,223,
0.054052,1450230312045929984,207.8065777580913,25.0403210207902,27.443207268236907,76.42247001473027,-0.07871008053364748,0.43085286,0.06111033644020673,0.35640728,0.5652310293148872,0.4412815,18.382927,835.1715373185054,6.905099,16.866676,15.500656,1.3660202,2016.0,J135113.57+250225.1,207.8065624,+25.0403267,0.0455,0.0432,133.7,12.871,12.895,12.804,9.463,14.216,13.481,13.206,0.024,0.026,0.528,,0.045,0.050,0.049,2083125701351010570,0000,0,00nn,AACU,-19,42,-20,45,0.145
0.282198,1450234018602840960,207.71445281225672,25.081889960458593,27.54266079234542,76.5127509499583,-0.014137458536765023,0.15803187,-0.0893103621071992,0.11910386,-0.1056400023154335,0.15579423,18.386263,832.6097593276918,3.4820826,18.59618,17.97602,0.62015915,2016.0,J135051.45+250455.0,207.7144048,+25.0819552,0.0586,0.0568,175.2,14.801,13.407,10.591,8.449,,,,0.031,0.030,0.071,0.260,,,,2083125701351010620,0000,0,110n,AAAB,44,102,70,107,
0.114407,1444737495552020608,204.82539674770692,24.77201089715654,23.250324627479543,78.99050430669362,0.4245171871377579,0.39353082,-0.031981630151017265,0.22673853,-0.4966490240806651,0.3735241,18.415148,810.7511119126227,2.8314998,17.867254,16.805454,1.0618,2016.0,J133918.08+244619.3,204.8253731,+24.7720343,0.0686,0.0660,177.6,14.581,14.483,12.612,9.002,15.835,15.096,15.177,0.029,0.047,0.412,0.415,0.078,0.114,0.137,2047124201351044792,0000,0,11nn,AACC,-87,125,203,134,0.224
0.205030,1450248380973544576,207.57494132824866,25.214311230115744,27.991193959661675,76.6632847550499,0.055214973040054835,0.1756394,-0.0588706958812782,0.15220374,-0.13753913991690025,0.17521772,18.744678,598.5152640261458,1.3842798,18.920225,18.419256,0.50096893,2016.0,J135017.98+251251.7,207.5749485,+25.2143678,0.1125,0.1042,13.1,15.962,14.697,11.317,8.904,,,,0.049,0.053,0.144,0.354,,,,2083125701351010751,0000,0,00nn,AABB,62,253,183,273,
0.156098,1450261991725612544,207.6870335718232,25.477495006992832,29.192414673289623,76.61357657518425,0.08737266022133505,0.12084649,-0.04831120682611332,0.08647519,-0.10747546182418491,0.11015119,17.790768,1440.9194384365708,3.9610305,17.942732,17.472523,0.47020912,2016.0,J135044.89+252839.1,207.6870513,+25.4775353,0.0437,0.0424,128.5,13.887,12.725,10.075,7.709,16.340,15.985,15.248,0.025,0.023,0.050,0.128,0.094,0.138,0.122,2083125701351013368,0000,0,221n,AAAB,20,80,109,70,0.144
0.317693,1450271470718169600,208.1503369627612,25.503385148052597,29.617045872375275,76.20662229925853,-0.07445427360222814,0.09687805,0.00456117297242787,0.08037545,0.0205068658525639,0.09312032,17.596914,1722.585179270739,3.0428662,17.70997,17.374857,0.33511353,2016.0,J135236.09+253012.3,208.1504157,+25.5034375,0.0467,0.0450,136.7,14.007,12.684,9.973,7.769,16.294,15.627,15.482,0.026,0.025,0.054,0.138,0.126,,0.250,2083125701351015985,0000,0,011n,AAAB,21,81,80,86,0.755
0.101156,1450272707668770560,208.06699059981653,25.540487998516866,29.71544268883431,76.28716092684274,0.0987919651207203,0.13770132,0.12086752728402886,0.111422986,0.07347104656226569,0.13093701,18.146406,1038.4462921410454,3.3359997,18.388927,17.695312,0.69361496,2016.0,J135216.08+253225.8,208.0670130,+25.5405075,0.0545,0.0529,158.3,14.635,13.387,10.305,8.119,,,,0.029,0.029,0.061,0.199,,,,2083125701351016012,0000,0,011n,AAAB,75,115,35,119,
0.364460,1450329710474373504,208.88298060644584,25.77596160351564,31.16986540254351,75.60032396031919,-0.159913302224528,0.23971415,-0.2806952557563847,0.20151018,0.3144861274099187,0.250297,18.961082,490.3587916598508,0.85638314,19.648998,18.143497,1.5055008,2016.0,J135531.91+254633.8,208.8829730,+25.7760626,0.1785,0.1609,19.1,16.341,16.181,12.833,8.960,,,,0.060,0.160,,,,,,2083125701351026795,0000,0,0nnn,ABUU,361,435,-871,481,
0.271647,1450341289706250752,209.10660473692084,25.831336761470784,31.51183430657229,75.4098690053423,0.06479975598149382,0.15349615,-0.13726883726908354,0.12614895,0.0999810513787386,0.14112282,18.20701,982.069697089236,1.1288922,18.804218,17.494038,1.3101807,2016.0,J135625.60+254952.8,209.1066871,+25.8313510,0.1427,0.1309,8.3,15.998,16.137,12.953,9.177,16.408,16.114,16.057,0.050,0.155,,,0.113,,,2083125701351026633,0000,0,1nnn,ABUU,-149,363,72,399,0.140
