angDist,source_id,ra,dec,l,b,pmra,pmra_error,pmdec,pmdec_error,parallax,parallax_error,phot_g_mean_mag,phot_g_mean_flux,phot_g_mean_flux_error,phot_bp_mean_mag,phot_rp_mean_mag,bp_rp,ref_epoch,objID,RA_ICRS,DE_ICRS,errHalfMaj,errHalfMin,errPosAng,mode,class,clean,e_RA_ICRS,e_DE_ICRS,umag,gmag,rmag,imag,zmag,e_umag,e_gmag,e_rmag,e_imag,e_zmag,zsp,e_zsp,f_zsp,spCl,subCl,pmRA,pmDE,e_pmRA,e_pmDE,sigRA,sigDE,zph,e_zph,<zph>,Q,SDSS16,Sp-ID,MJD
0.043133,1471149134944910336,207.31238456639778,35.29506780960975,69.99091598432638,75.21056319619015,0.08968082608690983,0.31494054,0.3826591027326193,0.49298707,-0.024928250415281315,0.7068974,18.935757,501.9309703909323,2.4281795,16.417055,15.11947,1.2975855,2016.0,1237664853104263192,207.312380,35.295079,0.002,0.002,90,3,3,0,0.002,0.002,18.047,15.168,14.411,14.039,13.762,0.022,0.002,0.002,0.002,0.003,,,,,,,,,,,,,,,3,SDSS J134914.97+351742.2,,53081.4041
0.043217,1471149134944910336,207.31238456639778,35.29506780960975,69.99091598432638,75.21056319619015,0.08968082608690983,0.31494054,0.3826591027326193,0.49298707,-0.024928250415281315,0.7068974,18.935757,501.9309703909323,2.4281795,16.417055,15.11947,1.2975855,2016.0,1237664853104263193,207.312380,35.295079,0.002,0.002,90,1,3,0,0.002,0.002,17.004,15.238,14.472,14.104,13.831,0.011,0.002,0.002,0.002,0.003,0.01695,0.00001,0,GALAXY,BROADLINE,1.26,-1.37,2.36,2.36,303.72,179.65,0.0315,0.0084,0.0310,3,SDSS J134914.97+351742.2,2028-53818-0537,53081.4041
0.082373,1460108599388906880,197.2024190037244,27.34164107982362,37.08757731547615,86.13283615033079,-0.22186322688615945,0.17183734,-0.04196676329387254,0.13655564,0.11425763560294383,0.19191214,18.637012,660.9087004568823,1.8443003,18.764627,18.290466,0.47416115,2016.0,1237667443512705035,197.202407,27.341621,0.004,0.003,90,3,6,0,0.004,0.003,18.908,18.750,18.498,18.510,18.512,0.022,0.008,0.009,0.010,0.035,,,,,,,,,,,,,,,3,SDSS J130848.57+272029.8,,53388.4101
0.102290,1460108599388906880,197.2024190037244,27.34164107982362,37.08757731547615,86.13283615033079,-0.22186322688615945,0.17183734,-0.04196676329387254,0.13655564,0.11425763560294383,0.19191214,18.637012,660.9087004568823,1.8443003,18.764627,18.290466,0.47416115,2016.0,1237667443512705036,197.202406,27.341615,0.004,0.003,90,1,6,1,0.004,0.003,18.908,18.753,18.505,18.512,18.519,0.021,0.008,0.009,0.010,0.033,1.08140,0.00033,0,QSO,BROADLINE,1.10,-1.84,3.00,3.00,96.80,69.06,,,,3,SDSS J130848.57+272029.8,2242-54153-0600,53388.4101
0.040138,1460129730628042496,197.64297437612262,27.56688541234847,39.92184660589902,85.72882374211173,-0.20224635639814978,0.20441428,-0.09276653508350625,0.12039644,0.05132465755446263,0.2145288,18.880217,528.2747006105617,1.0214014,19.073956,18.573719,0.5002365,2016.0,1237667444049707067,197.642977,27.566874,0.005,0.004,90,3,6,0,0.005,0.004,19.084,19.134,18.934,18.905,18.981,0.022,0.010,0.010,0.014,0.044,,,,,,,,,,,,,,,3,SDSS J131034.31+273400.7,,53388.4109
0.047504,1460129730628042496,197.64297437612262,27.56688541234847,39.92184660589902,85.72882374211173,-0.20224635639814978,0.20441428,-0.09276653508350625,0.12039644,0.05132465755446263,0.2145288,18.880217,528.2747006105617,1.0214014,19.073956,18.573719,0.5002365,2016.0,1237667444049707068,197.642979,27.566873,0.005,0.004,90,1,6,1,0.005,0.004,19.091,19.144,18.941,18.914,18.992,0.022,0.010,0.010,0.014,0.039,1.24902,0.00038,0,QSO,BROADLINE,0.95,-1.52,3.50,3.50,218.32,63.55,,,,3,SDSS J131034.31+273400.7,2242-54153-0628,53388.4109
0.073064,1460129730628042496,197.64297437612262,27.56688541234847,39.92184660589902,85.72882374211173,-0.20224635639814978,0.20441428,-0.09276653508350625,0.12039644,0.05132465755446263,0.2145288,18.880217,528.2747006105617,1.0214014,19.073956,18.573719,0.5002365,2016.0,1237667323798749232,197.642997,27.566882,0.005,0.004,90,4,0,0,0.005,0.004,,,,,,,,,,,,,,,,,,,,,,,,,3,SDSS J131034.31+273400.7,,53360.5041
0.080161,1460129730628042496,197.64297437612262,27.56688541234847,39.92184660589902,85.72882374211173,-0.20224635639814978,0.20441428,-0.09276653508350625,0.12039644,0.05132465755446263,0.2145288,18.880217,528.2747006105617,1.0214014,19.073956,18.573719,0.5002365,2016.0,1237667323798749231,197.642999,27.566879,0.005,0.004,90,3,0,0,0.005,0.004,,,,,,,,,,,,,,,,,,,,,,,,,3,SDSS J131034.31+273400.7,,53360.5041
0.061917,1460131964011040896,197.741234036831,27.65566928294077,40.989024022702935,85.63392073241737,-0.09386905630987744,0.22182254,0.048263309258872594,0.123667136,0.11495256646641125,0.23742801,18.970638,486.0617580324943,1.3981378,19.207766,18.55245,0.6553154,2016.0,1237667444049772681,197.741237,27.655652,0.006,0.005,90,3,6,0,0.006,0.005,20.244,19.638,19.269,19.155,18.975,0.046,0.013,0.013,0.023,0.044,,,,,,,,,,,,,,,3,SDSS J131057.89+273920.3,,53388.4113
0.085149,1460131964011040896,197.741234036831,27.65566928294077,40.989024022702935,85.63392073241737,-0.09386905630987744,0.22182254,0.048263309258872594,0.123667136,0.11495256646641125,0.23742801,18.970638,486.0617580324943,1.3981378,19.207766,18.55245,0.6553154,2016.0,1237667444049772682,197.741236,27.655646,0.006,0.005,90,1,6,1,0.006,0.005,20.287,19.641,19.270,19.164,18.995,0.044,0.013,0.013,0.017,0.040,2.19280,0.00017,0,QSO,BROADLINE,-0.54,-0.93,3.18,3.18,109.54,160.53,,,,3,SDSS J131057.89+273920.3,5994-56101-0827,53388.4113
0.025556,1460141236844908160,197.46840115216176,27.711270494656592,42.09975503964754,85.86779014599209,-0.0056878284894987955,0.11324936,0.02024685175987058,0.07753874,0.057134834579708374,0.13909124,18.32129,883.9566841824156,7.8757696,18.296923,17.866922,0.4300003,2016.0,1237667444049641526,197.468405,27.711264,0.004,0.004,90,3,6,0,0.004,0.004,18.631,18.360,18.394,18.368,18.258,0.017,0.007,0.008,0.010,0.029,,,,,,,,,,,,,,,3,SDSS J130952.41+274240.5,,53388.4105
0.050822,1460141236844908160,197.46840115216176,27.711270494656592,42.09975503964754,85.86779014599209,-0.0056878284894987955,0.11324936,0.02024685175987058,0.07753874,0.057134834579708374,0.13909124,18.32129,883.9566841824156,7.8757696,18.296923,17.866922,0.4300003,2016.0,1237667444049641527,197.468403,27.711256,0.004,0.004,90,1,6,1,0.004,0.004,18.642,18.366,18.397,18.373,18.273,0.017,0.007,0.008,0.010,0.024,0.69968,0.00011,0,QSO,BROADLINE,2.32,-0.97,2.87,2.87,104.68,80.86,,,,3,SDSS J130952.41+274240.5,2242-54153-0590,53388.4105
0.016507,1460156870525370880,198.22432425092782,27.475010956782302,38.32024556494396,85.22056088195879,-0.006929279442640305,0.23270403,0.07262208166407616,0.12285735,-0.027108153624389522,0.17661242,18.626654,667.2453263259537,2.4644442,18.922392,18.215412,0.70697975,2016.0,1237667323799011437,198.224325,27.475015,0.004,0.003,90,1,6,1,0.004,0.003,19.169,18.864,18.612,18.386,18.294,0.021,0.009,0.009,0.010,0.022,1.48332,0.00025,0,QSO,BROADLINE,1.47,3.04,3.25,3.25,84.99,86.33,,,,3,SDSS J131253.83+272830.0,2243-53794-0437,53360.5058
0.016507,1460156870525370880,198.22432425092782,27.475010956782302,38.32024556494396,85.22056088195879,-0.006929279442640305,0.23270403,0.07262208166407616,0.12285735,-0.027108153624389522,0.17661242,18.626654,667.2453263259537,2.4644442,18.922392,18.215412,0.70697975,2016.0,1237667323799011436,198.224325,27.475015,0.004,0.003,90,3,6,0,0.004,0.003,19.170,18.864,18.613,18.387,18.295,0.021,0.009,0.009,0.010,0.022,,,,,,,,,,,,,,,3,SDSS J131253.83+272830.0,,53360.5058
0.040873,1460156870525370880,198.22432425092782,27.475010956782302,38.32024556494396,85.22056088195879,-0.006929279442640305,0.23270403,0.07262208166407616,0.12285735,-0.027108153624389522,0.17661242,18.626654,667.2453263259537,2.4644442,18.922392,18.215412,0.70697975,2016.0,1237667323799011435,198.224332,27.475020,0.004,0.004,90,3,6,0,0.004,0.004,19.154,18.863,18.613,18.387,18.290,0.021,0.009,0.009,0.010,0.027,,,,,,,,,,,,,,,3,SDSS J131253.83+272830.0,,53360.5058
0.046507,1460170103320702208,198.15207340088634,27.56856288283872,39.49540337472367,85.27875953861299,0.1430130568097449,0.11647853,0.03138413276710207,0.06109632,-0.0687362755278263,0.09788582,17.3914,2081.550240850008,3.1657207,17.711805,16.874346,0.83745956,2016.0,1237667444049903689,198.152073,27.568550,0.002,0.002,90,3,6,0,0.002,0.002,18.743,17.968,17.582,17.333,17.277,0.018,0.006,0.006,0.007,0.013,,,,,,,,,,,,,,,3,SDSS J131236.49+273406.7,,53388.4122
0.060954,1460170103320702208,198.15207340088634,27.56856288283872,39.49540337472367,85.27875953861299,0.1430130568097449,0.11647853,0.03138413276710207,0.06109632,-0.0687362755278263,0.09788582,17.3914,2081.550240850008,3.1657207,17.711805,16.874346,0.83745956,2016.0,1237667444049903690,198.152074,27.568546,0.002,0.002,90,1,6,1,0.002,0.002,18.754,17.970,17.584,17.335,17.270,0.018,0.006,0.006,0.007,0.013,,,,,,0.79,-0.31,2.75,2.75,74.60,109.38,,,,3,SDSS J131236.49+273406.7,,53388.4122
0.040356,1471232599045638528,207.04841551030609,35.897039072689864,72.43740628304548,75.08688634948075,-0.0748812122147802,0.08429616,0.12813326630084693,0.12545195,-0.08021077365740602,0.18387109,18.73278,605.1103916019056,2.6948812,18.88597,18.094488,0.791481,2016.0,1237662685216178183,207.048416,35.897028,0.004,0.003,90,1,6,1,0.004,0.003,19.032,18.699,18.571,18.458,17.997,0.020,0.008,0.009,0.010,0.020,0.39623,0.00004,0,QSO,BROADLINE,-9.57,5.82,2.76,2.76,545.99,485.62,,,,3,SDSS J134811.61+355349.3,8878-57785-0500,52814.1604
0.040801,1471232599045638528,207.04841551030609,35.897039072689864,72.43740628304548,75.08688634948075,-0.0748812122147802,0.08429616,0.12813326630084693,0.12545195,-0.08021077365740602,0.18387109,18.73278,605.1103916019056,2.6948812,18.88597,18.094488,0.791481,2016.0,1237662685216178182,207.048416,35.897028,0.004,0.003,90,3,6,0,0.004,0.003,19.028,18.677,18.550,18.428,17.964,0.020,0.008,0.009,0.010,0.019,,,,,,,,,,,,,,,3,SDSS J134811.61+355349.2,,52814.1604
0.071739,1471232599045638528,207.04841551030609,35.897039072689864,72.43740628304548,75.08688634948075,-0.0748812122147802,0.08429616,0.12813326630084693,0.12545195,-0.08021077365740602,0.18387109,18.73278,605.1103916019056,2.6948812,18.88597,18.094488,0.791481,2016.0,1237662685216178181,207.048431,35.897023,0.004,0.003,90,3,6,0,0.004,0.003,19.016,18.666,18.551,18.429,17.945,0.020,0.008,0.009,0.010,0.022,,,,,,,,,,,,,,,3,SDSS J134811.62+355349.2,,52814.1604
0.101181,1471232599045638528,207.04841551030609,35.897039072689864,72.43740628304548,75.08688634948075,-0.0748812122147802,0.08429616,0.12813326630084693,0.12545195,-0.08021077365740602,0.18387109,18.73278,605.1103916019056,2.6948812,18.88597,18.094488,0.791481,2016.0,1237664673793769477,207.048391,35.897019,0.005,0.005,90,3,6,0,0.005,0.005,18.974,18.624,18.499,18.357,17.884,0.019,0.008,0.008,0.010,0.023,,,,,,,,,,,,,,,3,SDSS J134811.61+355349.2,,53052.5114
0.108654,1471232599045638528,207.04841551030609,35.897039072689864,72.43740628304548,75.08688634948075,-0.0748812122147802,0.08429616,0.12813326630084693,0.12545195,-0.08021077365740602,0.18387109,18.73278,605.1103916019056,2.6948812,18.88597,18.094488,0.791481,2016.0,1237664673793769478,207.048386,35.897021,0.005,0.005,90,3,6,0,0.005,0.005,18.993,18.633,18.514,18.377,17.906,0.019,0.008,0.008,0.010,0.020,,,,,,,,,,,,,,,3,SDSS J134811.61+355349.2,,53052.5114
0.112583,1471232599045638528,207.04841551030609,35.897039072689864,72.43740628304548,75.08688634948075,-0.0748812122147802,0.08429616,0.12813326630084693,0.12545195,-0.08021077365740602,0.18387109,18.73278,605.1103916019056,2.6948812,18.88597,18.094488,0.791481,2016.0,1237664673793769479,207.048385,35.897020,0.005,0.005,90,2,6,0,0.005,0.005,19.026,18.662,18.570,18.447,17.974,0.020,0.008,0.008,0.011,0.020,,,,,,-10.38,5.73,2.74,2.74,563.98,474.37,,,,3,SDSS J134811.61+355349.2,,53052.5114
0.049939,1460195628310436224,198.81910125055924,27.82608557960961,41.81961344610273,84.66736524588669,-0.03786764779146878,0.18005884,-0.056493482587605226,0.10283057,0.03278687729987477,0.14630012,18.23139,960.2649261760159,2.1409914,18.566336,17.716293,0.85004234,2016.0,1237667324336079001,198.819114,27.826093,0.003,0.003,90,3,6,0,0.003,0.003,21.093,18.696,18.308,18.143,18.144,0.081,0.008,0.008,0.009,0.024,,,,,,,,,,,,,,,3,SDSS J131516.58+274933.9,,53360.5070
0.050729,1460195628310436224,198.81910125055924,27.82608557960961,41.81961344610273,84.66736524588669,-0.03786764779146878,0.18005884,-0.056493482587605226,0.10283057,0.03278687729987477,0.14630012,18.23139,960.2649261760159,2.1409914,18.566336,17.716293,0.85004234,2016.0,1237667324336079002,198.819116,27.826091,0.003,0.003,90,1,6,1,0.003,0.003,21.272,18.700,18.313,18.143,18.162,0.093,0.008,0.008,0.009,0.021,3.17881,0.00031,0,QSO,BROADLINE,5.25,1.20,3.15,3.15,66.66,111.16,,,,3,SDSS J131516.58+274933.9,5997-56309-0590,53360.5070
0.030203,1471328149181865856,206.08573571117543,35.68143777051283,73.40073011082157,75.86015243785108,-0.02264765709954941,0.090276375,0.04935220070125775,0.14007005,-0.2982695426087718,0.17450392,18.790247,573.9156581810932,1.4987282,18.92092,18.515043,0.40587616,2016.0,1237664673256570980,206.085746,35.681436,0.007,0.006,0,1,6,1,0.006,0.007,19.343,19.183,19.251,18.976,19.136,0.025,0.010,0.012,0.014,0.059,1.68612,0.00038,0,QSO,BROADLINE,0.01,3.10,3.25,3.25,162.09,163.83,,,,3,SDSS J134420.57+354053.1,2028-53818-0370,53052.5093
0.059563,1471328149181865856,206.08573571117543,35.68143777051283,73.40073011082157,75.86015243785108,-0.02264765709954941,0.090276375,0.04935220070125775,0.14007005,-0.2982695426087718,0.17450392,18.790247,573.9156581810932,1.4987282,18.92092,18.515043,0.40587616,2016.0,1237664673256570979,206.085755,35.681433,0.007,0.006,0,3,6,0,0.006,0.007,19.325,19.180,19.244,18.977,19.131,0.026,0.010,0.012,0.014,0.059,,,,,,,,,,,,,,,3,SDSS J134420.58+354053.1,,53052.5093
0.044889,4011031479123265664,190.10179755726085,29.02928548308533,174.28814674303862,86.91249531385743,0.08812461681927433,0.19148354,-0.24108247579628847,0.16239837,-0.2205080279131835,0.16660842,18.578959,697.2100241816637,2.0474281,18.778498,18.201498,0.57699966,2016.0,1237667252944044109,190.101808,29.029277,0.007,0.006,90,3,6,0,0.007,0.006,19.713,19.073,18.929,18.901,18.643,0.030,0.010,0.011,0.013,0.033,,,,,,,,,,,,,,,3,SDSS J124024.43+290145.3,,53354.4895
0.051874,4011031479123265664,190.10179755726085,29.02928548308533,174.28814674303862,86.91249531385743,0.08812461681927433,0.19148354,-0.24108247579628847,0.16239837,-0.2205080279131835,0.16660842,18.578959,697.2100241816637,2.0474281,18.778498,18.201498,0.57699966,2016.0,1237667252944044110,190.101805,29.029272,0.007,0.006,90,3,6,0,0.007,0.006,19.729,19.080,18.941,18.915,18.677,0.030,0.010,0.011,0.014,0.033,,,,,,,,,,,,,,,3,SDSS J124024.43+290145.3,,53354.4895
0.052625,4011031479123265664,190.10179755726085,29.02928548308533,174.28814674303862,86.91249531385743,0.08812461681927433,0.19148354,-0.24108247579628847,0.16239837,-0.2205080279131835,0.16660842,18.578959,697.2100241816637,2.0474281,18.778498,18.201498,0.57699966,2016.0,1237667252944044111,190.101805,29.029272,0.007,0.006,90,1,6,1,0.007,0.006,19.728,19.079,18.943,18.920,18.677,0.030,0.010,0.011,0.014,0.033,2.52671,0.00038,0,QSO,BROADLINE,4.35,-7.87,3.13,3.13,171.05,171.20,,,,3,SDSS J124024.43+290145.3,5968-56356-0624,53354.4895
0.009575,4011069579777741952,190.42259855934526,29.378106360837112,166.0152033428431,86.89060735938259,-0.07757892986208335,0.21358974,0.23650829486898464,0.20899762,-0.08589676375207192,0.22370557,18.997223,474.30524643107407,2.6316879,19.145275,18.660187,0.48508835,2016.0,1237667253481046111,190.422600,29.378104,0.011,0.009,90,3,6,0,0.011,0.009,20.292,19.583,19.502,19.430,19.164,0.046,0.013,0.016,0.018,0.046,,,,,,,,,,,,,,,3,SDSS J124141.42+292241.1,,53354.4903
0.009576,4011069579777741952,190.42259855934526,29.378106360837112,166.0152033428431,86.89060735938259,-0.07757892986208335,0.21358974,0.23650829486898464,0.20899762,-0.08589676375207192,0.22370557,18.997223,474.30524643107407,2.6316879,19.145275,18.660187,0.48508835,2016.0,1237667253481046112,190.422600,29.378104,0.011,0.009,90,4,6,0,0.011,0.009,20.293,19.583,19.502,19.431,19.165,0.046,0.013,0.016,0.018,0.046,,,,,,,,,,,,,,,3,SDSS J124141.42+292241.1,,53354.4903
0.037285,4011069579777741952,190.42259855934526,29.378106360837112,166.0152033428431,86.89060735938259,-0.07757892986208335,0.21358974,0.23650829486898464,0.20899762,-0.08589676375207192,0.22370557,18.997223,474.30524643107407,2.6316879,19.145275,18.660187,0.48508835,2016.0,1237667253481046110,190.422604,29.378116,0.011,0.009,90,3,6,0,0.011,0.009,20.224,19.587,19.497,19.429,19.158,0.044,0.013,0.016,0.022,0.047,,,,,,,,,,,,,,,3,SDSS J124141.42+292241.2,,53354.4903
0.041165,4011069579777741952,190.42259855934526,29.378106360837112,166.0152033428431,86.89060735938259,-0.07757892986208335,0.21358974,0.23650829486898464,0.20899762,-0.08589676375207192,0.22370557,18.997223,474.30524643107407,2.6316879,19.145275,18.660187,0.48508835,2016.0,1237667253480980632,190.422603,29.378117,0.011,0.009,90,3,6,0,0.011,0.009,20.308,19.591,19.510,19.407,19.129,0.046,0.013,0.016,0.018,0.045,,,,,,,,,,,,,,,3,SDSS J124141.42+292241.2,,53354.4899
0.041165,4011069579777741952,190.42259855934526,29.378106360837112,166.0152033428431,86.89060735938259,-0.07757892986208335,0.21358974,0.23650829486898464,0.20899762,-0.08589676375207192,0.22370557,18.997223,474.30524643107407,2.6316879,19.145275,18.660187,0.48508835,2016.0,1237667253480980633,190.422603,29.378117,0.011,0.009,90,1,6,1,0.011,0.009,20.309,19.592,19.512,19.410,19.130,0.046,0.013,0.016,0.018,0.045,,,,,,0.16,-7.83,3.23,3.23,118.99,257.92,,,,3,SDSS J124141.42+292241.2,,53354.4899
0.050824,4011069579777741952,190.42259855934526,29.378106360837112,166.0152033428431,86.89060735938259,-0.07757892986208335,0.21358974,0.23650829486898464,0.20899762,-0.08589676375207192,0.22370557,18.997223,474.30524643107407,2.6316879,19.145275,18.660187,0.48508835,2016.0,1237667253480980631,190.422609,29.378117,0.011,0.009,90,3,6,0,0.011,0.009,20.231,19.593,19.506,19.401,19.131,0.044,0.013,0.016,0.021,0.046,,,,,,,,,,,,,,,3,SDSS J124141.42+292241.2,,53354.4899
0.039808,4011290036154594048,190.33764319667534,30.39980002596895,156.38057958875677,86.0519160065698,0.4359164593540641,0.5777396,0.3408289758008574,0.7176434,0.3576618650883955,0.60811245,18.70426,621.2161384059236,4.8074584,17.12268,15.765904,1.3567762,2016.0,1237665442587803780,190.337646,30.399811,0.003,0.003,0,3,3,0,0.003,0.003,18.321,16.556,15.760,15.356,15.066,0.022,0.004,0.003,0.003,0.006,,,,,,,,,,,,,,,3,SDSS J124121.03+302359.3,,53148.2573
0.039810,4011290036154594048,190.33764319667534,30.39980002596895,156.38057958875677,86.0519160065698,0.4359164593540641,0.5777396,0.3408289758008574,0.7176434,0.3576618650883955,0.60811245,18.70426,621.2161384059236,4.8074584,17.12268,15.765904,1.3567762,2016.0,1237665442587803781,190.337646,30.399811,0.003,0.003,0,1,3,1,0.003,0.003,18.340,16.571,15.774,15.369,15.082,0.022,0.004,0.003,0.003,0.006,0.04830,0.00001,0,GALAXY,,0.58,4.73,2.35,2.35,216.19,253.67,0.0538,0.0143,0.0550,3,SDSS J124121.03+302359.3,2237-53828-0481,53148.2573
0.043757,4011290036154594048,190.33764319667534,30.39980002596895,156.38057958875677,86.0519160065698,0.4359164593540641,0.5777396,0.3408289758008574,0.7176434,0.3576618650883955,0.60811245,18.70426,621.2161384059236,4.8074584,17.12268,15.765904,1.3567762,2016.0,1237665442587803779,190.337651,30.399810,0.003,0.003,0,3,3,0,0.003,0.003,18.221,16.471,15.705,15.300,15.003,0.021,0.004,0.003,0.003,0.006,,,,,,,,,,,,,,,3,SDSS J124121.03+302359.3,,53148.2573
0.032876,4011483992581916672,190.14247477886494,30.629593762031618,156.4802303322973,85.76726746411686,-0.057914712802441086,0.24050772,0.16710012065444715,0.225901,0.4379988328409694,0.2852674,18.863651,536.397064256982,1.8043536,19.105017,18.378834,0.72618294,2016.0,1237667255091462169,190.142466,30.629599,0.006,0.005,90,3,6,0,0.006,0.005,18.819,18.731,18.668,18.431,18.530,0.018,0.008,0.009,0.010,0.030,,,,,,,,,,,,,,,3,SDSS J124034.19+303746.5,,53354.4891
0.062506,4011483992581916672,190.14247477886494,30.629593762031618,156.4802303322973,85.76726746411686,-0.057914712802441086,0.24050772,0.16710012065444715,0.225901,0.4379988328409694,0.2852674,18.863651,536.397064256982,1.8043536,19.105017,18.378834,0.72618294,2016.0,1237667255091527683,190.142455,30.629591,0.006,0.005,90,3,6,0,0.006,0.005,18.845,18.735,18.667,18.426,18.457,0.018,0.008,0.009,0.010,0.028,,,,,,,,,,,,,,,3,SDSS J124034.18+303746.5,,53354.4895
0.063954,4011483992581916672,190.14247477886494,30.629593762031618,156.4802303322973,85.76726746411686,-0.057914712802441086,0.24050772,0.16710012065444715,0.225901,0.4379988328409694,0.2852674,18.863651,536.397064256982,1.8043536,19.105017,18.378834,0.72618294,2016.0,1237667255091462170,190.142454,30.629597,0.006,0.005,90,1,6,1,0.006,0.005,18.842,18.730,18.678,18.427,18.481,0.019,0.008,0.009,0.010,0.025,1.64522,0.00019,0,QSO,BROADLINE,0.07,2.65,2.84,2.84,58.45,227.30,,,,3,SDSS J124034.18+303746.5,2237-53828-0454,53354.4891
0.117290,4011483992581916672,190.14247477886494,30.629593762031618,156.4802303322973,85.76726746411686,-0.057914712802441086,0.24050772,0.16710012065444715,0.225901,0.4379988328409694,0.2852674,18.863651,536.397064256982,1.8043536,19.105017,18.378834,0.72618294,2016.0,1237667255091527684,190.142440,30.629581,0.006,0.005,90,4,6,0,0.006,0.005,18.866,18.734,18.676,18.430,18.448,0.019,0.008,0.009,0.010,0.025,,,,,,,,,,,,,,,3,SDSS J124034.18+303746.4,,53354.4895
0.051224,4011487806512904448,190.51502264484213,30.707043995134818,152.2028980375239,85.87491999227066,-0.1429205381969614,0.2599848,0.14240978119082404,0.27183428,-0.024002548102959136,0.24830295,18.984737,479.79095221170536,1.7244316,19.15203,18.661354,0.49067688,2016.0,1237667255091658797,190.515021,30.707058,0.008,0.007,90,3,6,0,0.008,0.007,19.474,19.435,19.268,19.168,19.178,0.028,0.012,0.013,0.021,0.046,,,,,,,,,,,,,,,3,SDSS J124203.60+304225.4,,53354.4903
0.054834,4011487806512904448,190.51502264484213,30.707043995134818,152.2028980375239,85.87491999227066,-0.1429205381969614,0.2599848,0.14240978119082404,0.27183428,-0.024002548102959136,0.24830295,18.984737,479.79095221170536,1.7244316,19.15203,18.661354,0.49067688,2016.0,1237667255091658798,190.515011,30.707056,0.008,0.007,90,1,6,1,0.008,0.007,19.500,19.438,19.276,19.164,19.174,0.027,0.012,0.013,0.016,0.044,1.40822,0.00026,0,QSO,BROADLINE,-2.24,3.01,3.14,3.14,128.64,147.46,,,,3,SDSS J124203.60+304225.4,11397-58522-0658,53354.4903
0.047376,4011492479437438976,190.3630837486589,30.77620675372916,153.24885518440811,85.74841827028281,-0.0909786089494103,0.20499536,-0.34362307701731065,0.25978953,-0.09708730106497136,0.24722007,18.795511,571.1394427053706,1.8075376,18.916115,18.501392,0.41472244,2016.0,1237665443124674647,190.363092,30.776218,0.007,0.007,0,3,6,0,0.007,0.007,19.014,18.905,18.750,18.775,18.837,0.025,0.009,0.010,0.014,0.047,,,,,,,,,,,,,,,3,SDSS J124127.14+304634.3,,53148.2573
0.049118,4011492479437438976,190.3630837486589,30.77620675372916,153.24885518440811,85.74841827028281,-0.0909786089494103,0.20499536,-0.34362307701731065,0.25978953,-0.09708730106497136,0.24722007,18.795511,571.1394427053706,1.8075376,18.916115,18.501392,0.41472244,2016.0,1237665443124674648,190.363086,30.776220,0.007,0.007,0,1,6,1,0.007,0.007,19.002,18.907,18.748,18.776,18.858,0.024,0.009,0.010,0.014,0.048,1.19304,0.00033,0,QSO,BROADLINE,1.89,-4.98,2.94,2.94,58.43,86.92,,,,3,SDSS J124127.14+304634.3,2237-53828-0538,53148.2573
0.016037,4011509045126782848,190.2161041367753,30.911679904613163,153.7224818685963,85.56678164663067,-0.04890802991058017,0.15190583,0.13408629405592404,0.14240612,-0.08090668279122959,0.14016494,18.317806,886.7970385419777,2.3569512,18.437515,18.045057,0.39245796,2016.0,1237665443124609036,190.216108,30.911677,0.006,0.005,0,1,6,1,0.005,0.006,18.733,18.508,18.293,18.404,18.446,0.021,0.007,0.008,0.011,0.035,0.99208,0.00032,0,QSO,BROADLINE,-1.54,0.10,2.79,2.79,153.89,145.52,,,,3,SDSS J124051.86+305442.0,2237-53828-0441,53148.2569
0.037324,4011509045126782848,190.2161041367753,30.911679904613163,153.7224818685963,85.56678164663067,-0.04890802991058017,0.15190583,0.13408629405592404,0.14240612,-0.08090668279122959,0.14016494,18.317806,886.7970385419777,2.3569512,18.437515,18.045057,0.39245796,2016.0,1237665443124609035,190.216115,30.911675,0.006,0.005,0,3,6,0,0.005,0.006,18.699,18.504,18.289,18.396,18.423,0.020,0.007,0.008,0.011,0.035,,,,,,,,,,,,,,,3,SDSS J124051.86+305442.0,,53148.2569
0.060140,1522219289687806464,196.96337272939826,35.83490424200786,102.08059991162888,80.61900428958513,-0.4006732435611612,0.4088508,0.5296867604024074,0.55603486,-0.09509484894147745,0.7356309,18.772625,583.3062155893241,2.6872764,16.801159,15.280477,1.5206823,2016.0,1237664843436916818,196.963384,35.834890,0.002,0.002,90,3,3,0,0.002,0.002,17.816,15.906,14.985,14.580,14.214,0.015,0.003,0.002,0.002,0.003,,,,,,,,,,,,,,,3,SDSS J130751.21+355005.6,,53081.3484
0.060140,1522219289687806464,196.96337272939826,35.83490424200786,102.08059991162888,80.61900428958513,-0.4006732435611612,0.4088508,0.5296867604024074,0.55603486,-0.09509484894147745,0.7356309,18.772625,583.3062155893241,2.6872764,16.801159,15.280477,1.5206823,2016.0,1237664843436916819,196.963384,35.834890,0.002,0.002,90,4,3,0,0.002,0.002,17.816,15.906,14.985,14.580,14.214,0.015,0.003,0.002,0.002,0.003,,,,,,-3.76,-3.98,2.34,2.34,215.40,169.37,,,,3,SDSS J130751.21+355005.6,,53081.3484
